"id","company_name","feature"
267,"Pithia","Support Investors. Pithia provides a suite of shared services to limited and corporate partners as well as its portfolio companies. These services include finance, accounting, market and company analysis and due diligence, program management, and legal support."
268,"Pithia","Portfolio Investments. In both horizontal and vertical markets, Pithia makes equity investments in startup companies, including early stage investments."
269,"New Alchemy","Growth. Connecting the most promising crypto and tokenization projects to a network of blockchain experts, entrepreneurs, and contributors from around the globe."
270,"New Alchemy","Innovations. In-house projects designed to drive the future of financial systems, improve the crypto ecosystem, and push the boundaries of blockchain technology and tokenization."
271,"New Alchemy","Services. Blockchain tokenization services, including smart contracts, token design, security audits, and strategy advisory."
272,"Bloccelerate","Access to CxO Advisors & Buyers. Globally decentralized blockchain industry experts and evaluations"
273,"Bloccelerate","Developer Talent Sourcing. Pool of 500 Blockchain Developers and resources"
274,"Bloccelerate","Crypto-Economics Support. Supporting with token incentive and ancillary structures"
275,"Bloccelerate","Capital Funding. Initial Seed $50K-$1M/Startup"
276,"Bloccelerate","12 Week Development Program. 5 Startups/Cohort, 3 Cohorts/Year"
277,"CryptoLaw Partners","AML/KYC/FinCEN/money transmitter licensing and compliance."
278,"CryptoLaw Partners","Initial Coin Offerings (ICOs), private placement / Reg D seed rounds."
279,"CryptoLaw Partners","Blockchain and Crypto startups, enterprises, service-providers and exchanges."
280,"Perkins Coie LLP","White Collar & Investigations"
281,"Perkins Coie LLP","Trust & Estate Planning"
282,"Perkins Coie LLP","Real Estate & Land Use"
283,"Perkins Coie LLP","Political Law"
284,"Perkins Coie LLP","Product Liability Law"
285,"Perkins Coie LLP","Privacy & Security"
286,"Perkins Coie LLP","Litigation"
287,"Perkins Coie LLP","Labor & Employment Law"
288,"Perkins Coie LLP","Intellectual Property Law"
289,"Perkins Coie LLP","Environment & Natural Resources"
290,"Perkins Coie LLP","Corporate Law"
291,"MarketAcross","Blog Management"
292,"MarketAcross","Online Reputation Management"
293,"MarketAcross","Public Relations"
294,"MarketAcross","Search Engine Optimization"
295,"Xpring","ILP Testnet: INTERLEDGER – Test your apps on the latest version of ILP."
296,"Xpring","XRP Devnet: XRP LEDGER – Test features of the next version of XRP Ledger."
297,"Xpring","XRP Testnet: XRP LEDGER – Test apps with the current version of XRP Ledger."
298,"Xpring","Network Status: INTERLEDGER – See the status of XRP/ILP networks."
299,"Xpring","Network Explorer: XRP LEDGER – Browse XRP/ILP networks."
300,"Xpring","Xpring SDK: XRP LEDGER – Start building with language-specific libraries."
301,"YAP Global","Industries covered from finance and real estate to healthcare and supply chain."
302,"YAP Global","Markets by country covered including world-leading Blockchain and Fintech hubs, Switzerland, Singapore and the U.K."
303,"YAP Global","Provides PR and communications services for Fintech and Blockchain startups"
304,"#Hashed","Hashed Night. A world-class conference, events and networking brand."
305,"#Hashed","Hashed Post. A cryptocurrency blog interviewing founders and thought leaders."
306,"#Hashed","Hashed Lounge. A premier blockchain meetup group. It introduces global thought leaders and ground breaking project to Korea: giving investors and developers, a chance to meet face to face."
307,"#Hashed","Community BuilderHashed Lounge. A premier blockchain meetup group. It introduces global thought leaders and ground breaking project to Korea: giving investors and developers, a chance to meet face to face.Hashed Post. A cryptocurrency blog interviewing founders and thought leaders.Hashed Night. A world-class conference, events and networking brand."
308,"#Hashed","Project Accelerator"
309,"#Hashed","Crypto Assets Fund"
310,"Truffle","Truffle is building a community of developers who are on the forefront of an exciting new technology. It’s mission is to make developers’ lives easier through tools, guidance, tutorials, documentation, training and support."
311,"Truffle","Truffle Suite consists of three tools that make your development experience sweeter: Truffle, Ganache and Drizzle. All three tools help speed up development and ensure you only need to focus on one thing: Your application."
312,"ZenLedger","ZenLedger offers automated tools to help investors and CPA’s reduce uncertainty, frustration, and manual grunt work of creating personal crypto brokerage accounts."
313,"Huobi Global","Institution Account. Exclusive channels for institutions to ensure safe, compliant and rapid deposit & withdrawal of high-value assets."
314,"Huobi Global","Huobi Capital. Huobi Capital is the investment arm of Huobi Group, focusing exclusively on ventures and projects related to blockchain technology, digital currency, and crypto assets."
315,"Huobi Global","Huobi Ecology. Huobi Global Ecosystem Fund was established in 2018 with the purpose of investing in the best companies and form close partnerships in the blockchain space."
316,"Huobi Global","Huobi Mining Pool"
317,"Huobi Global","Huobi Exchange"
318,"Huobi Global","Huobi OTC"
319,"Stellar Development Foundation","Infrastructure – The open-source backend for storing and moving money."
320,"Stellar Development Foundation","Platform – A suite of tools and services for building financial services on top of Stellar."
321,"Stellar Development Foundation","Ecosystem – The programs, products, and entrepreneurs using Stellar."
322,"dex.blue","Advanced Order Types – We provide traders with unique order types and exclusive trading options: Besides Limit and Market Orders, users can tie their ETH value to a FIAT rate."
323,"dex.blue","Efficient System – Save on gas costs through off-chain price negotiation & trade pooling. Free order cancellations are possible."
324,"dex.blue","Best-Price Guarantee – Makers are guaranteed that the first resting order at the most favorable price will instantly be matched with the next taker-order (“first in – first out”)"
325,"Ethereum Foundation","Create a Democratic Autonomous Organization. You can build a virtual organization where members vote on issues, a transparent association based on shareholder voting, your own country with an unchangeable constitution, and a better delegative democracy."
326,"Ethereum Foundation","Kickstart a Project with a Trustless Crowdsale.  You can build a crowdfund to pre-sell a product, a crowdsale to sell virtual shares in a blockchain organization, and an auction of a limited number of items."
327,"Ethereum Foundation","Learn Solidity, A New Language for Smart Contracts. Create a tradeable digital token that can be used as a currency, a representation of an asset, a virtual share, a proof of membership or anything at all."
328,"Ethereum Foundation","Build Unstoppable Applications. Ethereum is a decentralized platform that runs smart contracts: applications that run exactly as programmed without any possibility of downtime, censorship, fraud or third-party interference."
329,"IOTA Foundation","An Advisory Board to provide independent advice, perspective, and direction."
330,"IOTA Foundation","A Supervisory Board to guide and oversee the performance of the Governing Board."
331,"IOTA Foundation","A Governing Board to set and achieve the Foundation’s vision and run its operations."
332,"IOTA Foundation","Donations from individuals or enterprises."
333,"IOTA Foundation","Grants from governments to perform research and development."
334,"IOTA Foundation","Holdings of IOTA tokens from community donations and unclaimed tokens from the initial crowdsale."
335,"IOTA Foundation","Standardize and ensure the maturity and widespread adoption of the economy of things."
336,"IOTA Foundation","Educate and promote technologies and use cases for new generations to understand and to ensure the Foundation’s success."
337,"IOTA Foundation","Develop production-ready software for the community, partners, and ecosystem to use and expand upon."
338,"IOTA Foundation","Research and secure the foundational protocol layer, and create new knowledge to benefit the ecosystem behind the economy of things."
339,"ZB.com","Loan Stake digital currency to borrow stablecoins, or stake stablecoins to borrow digital assets, allowing withdrawal and which will help you reasonably allocate your digital assets."
340,"ZB.com","Investment Lend your free digital assets to margin trading users to earn interest. Platform guarantees, low risks and high returns."
341,"ZB.com","Fiat ZB provides OTC trading service to solve the problem of credit transactions between the two buyers and sellers and improve the funds security. You can quickly trade multiple currencies by OTC trading."
342,"ZB.com","Margin Margin trading is a derivative financial tool for spot trading. Users can borrow digital assets from other users to configure leverage, that will increase returns while taking on the risk of large losses."
343,"ZB.com","Exchange Spot transactions are exchanges between digital assets. A digital asset is used as a unit of valuation to buy other currencies. China Currency now supports real-time trading of over 80 digital assets."
344,"Bitcoin of America","250+ Locations around the United States"
345,"Bitcoin of America","Supports wire transfer, paypal, and prepaid debit card services on our online exchange."
346,"Bitcoin of America","Trade crypto using cash USD at retail locations near you."
347,"Bitwise","Speaking at events and conferences."
348,"Bitwise","Hosting workshops or webinars events to help build understanding and expertise."
349,"Bitwise","Collaborating to help with internal memos and research reports for firms or clients."
350,"Bitwise","Distributing regular market commentary and putting breaking news into context."
351,"Bitwise","Sharing institutional research on the cryptoasset market."
352,"Bitwise","Answering questions about specifics of projects and protocols."
353,"Bitwise","The Bitwise HOLD 10 Private Index Fund.  It holds the top 10 cryptocurrencies weighted by 5-year diluted market cap and rebalanced monthly. Assets are purchased from multiple liquidity providers, held in 100% cold storage, and audited annually. Taxes are prepared for investors. It is currently limited to U.S. accredited investors, with a $25,000 minimum investment."
354,"TokenMinds","Asset Tokenization"
355,"TokenMinds","STO Marketing"
356,"TokenMinds","IEO Marketing"
357,"TokenMinds","Coin Marketing"
358,"TokenMinds","ICO Marketing"
359,"TokenMinds","Create ICO"
360,"Coinfirm","Compliance Advisory"
361,"Coinfirm","Blockchain Analytics"
362,"Coinfirm","Advisory"
363,"Coinfirm","Fraud and Wealth Analytics"
364,"Coinfirm","AML Compliance Framework"
365,"WTIA Cascadia Blockchain Council","Public Policy. We amplify your voice and make sure the industry needs get taken seriously so you can do what you do best."
366,"WTIA Cascadia Blockchain Council","Events. You can connect through WTIA: peers, partners, investors, you name it, find a forum that suits your needs."
367,"WTIA Cascadia Blockchain Council","Membership. WTIA offers a wide range of benefits to tech companies and the people who make them great."
368,"WTIA Cascadia Blockchain Council","Ion Program. Ion is a collaboration incubator that brings together tech, government and nonprofits to tackle community challenges."
369,"WTIA Cascadia Blockchain Council","HR Benefits. Access high-value insurance and 401(k) benefits for your employees and get administrative relief with the WTIA suite of HR Benefits."
370,"WTIA Cascadia Blockchain Council","Apprenti Program. Apprenti provides a pipeline for minorities, women and veterans to gain training, certification and placement within the tech industry."
371,"WTIA Cascadia Blockchain Council","WTIA Cascadia Blockchain Council. The WTIA Cascadia Blockchain Council is helping blockchain companies from Portland, OR to Seattle, WA to Vancouver, BC reach their full potential. We serve as subject matter experts and a collective voice to better advocate for constructive public policy, educating key stakeholders, especially investors."
372,"Ripple","XPRING. Xpring (pronounced “spring”) supports businesses that would see material benefit from building on the XRP Ledger. The initiative will invest in, incubate, acquire and provide grants to companies and projects run by proven entrepreneurs that use the XRP Ledger and the digital asset XRP to solve their customers’ problems in a transformative way."
373,"Ripple","SBI Ripple Asia. SBI Ripple Asia offers “Ripple Solution” to various financial institutions and remittance operators in Japan and Asia."
374,"Ripple","Send Payments. xVia is for corporates, payment providers and banks who want to send payments across various networks using a standard interface."
375,"Ripple","Source Liquidity. xRapid is for payment providers and other financial institutions who want to minimize liquidity costs while improving their customer experience."
376,"Ripple","Process Payments. xCurrent is Ripple’s enterprise software solution that enables banks to instantly settle cross-border payments with end-to-end tracking."
377,"Ripple","RippleNet. A network of banks and payment providers that can now provide their small and medium enterprise customers with one frictionless experience to send money globally.Process Payments. xCurrent is Ripple’s enterprise software solution that enables banks to instantly settle cross-border payments with end-to-end tracking.Source Liquidity. xRapid is for payment providers and other financial institutions who want to minimize liquidity costs while improving their customer experience.Send Payments. xVia is for corporates, payment providers and banks who want to send payments across various networks using a standard interface."
378,"EAK Digital","Link Building – Link building is the process of acquiring links from other domains back to your website. Good links from reputable sources allow search engines to assess how strong your website is and whether it is the best match for a user query. Enough high-quality links and you can quickly be ranked first for the keywords most relevant to your business."
379,"EAK Digital","Content Marketing – Whether it’s a blog, whitepaper, eBook or infographic, you need content to stay on the minds of customers and leads. Telling your brand story, communicating your industry expertise and owning keywords in Google search positions your brand in a way that, as your business grows, so does your reach."
380,"EAK Digital","Blockchain PR – Blockchain’s evolution from fringe payments system to breakthrough ledger technology has left much of the media incapable of keeping up. But you’ve never met a PR agency like EAK Digital."
381,"EAK Digital","Public Relations – Traditional PR agencies flout their credentials and testimonials as a way to lock clients into long-term contracts. But then they rarely produce results. EAK works across all major digital media channels and features your brand in world-renowned publications in a way that you can easily track your ROI. We don’t just build authority; from AI PR to IOT PR, we help build businesses."
382,"EAK Digital","Authority Branding – With EAK’s extensive relationships with leading influencers in media, we provide exclusive access to a network of publishers, events and our own digital experts. All it takes is the right message, the right connections, and the right opportunities to present your brand as it truly is: an authority."
383,"R3","Research. R3 Research provides compelling analysis and insight into the enterprise blockchain industry and specific practical applications across cash, payments, capital markets, trade finance, insurance and identity."
384,"R3","Corda Open Source. Corda is an open source project. The source code is freely available in Corda’s Github repository under an Apache 2 license."
385,"R3","Corda Enterprise. Corda Enterprise is a commercial distribution of Corda open source designed specifically to meet the demands of modern day businesses."
386,"Blockstream","The Elements Project. The Elements Project is a community of people extending and improving the Bitcoin codebase. As open source, protocol-level technology, developers can use Elements to extend the functionality of Bitcoin and explore new applications of the blockchain."
387,"Blockstream","Blockstream Satellite. Utilizing the latest open source Software Defined Radio (SDR) technologies, the Blockstream Satellite network offers a breakthrough in the cost effectiveness of satellite communications."
388,"Blockstream","Cryptocurrency Data Feed. The Cryptocurrency Data Feed, a partnership between Blockstream and Intercontinental Exchange (ICE), offers traders best in class real-time and historical cryptocurrency data from a strong and growing list of exchange partners worldwide."
389,"Blockstream","Liquid. Liquid provides a more secure and efficient system for exchange-side bitcoin to move across the network."
390,"Blockstream","Lightning Networks. Blockstream is collaborating with industry leaders to create a Bitcoin micropayment system that supports high volumes of instant tiny payments using proportional transaction fees and that operates at the speed of light."
391,"OpenCrowd","Machine learning & Natural language processing of data providing deeper insights, better analytics, and faster detection of anomalies, thus making the enterprise proactive, strategic and less reactive"
392,"OpenCrowd","Real time search capabilities enabling discovery across a range of structured and unstructured data replacing the need for multiple data access applications"
393,"OpenCrowd","Visualization & Collaboration providing significant improvement in end user productivity"
394,"OpenCrowd","Pilot to Launch"
395,"OpenCrowd","MVP in 90 Days"
396,"OpenCrowd","Architecture to Scale"
397,"OpenCrowd","Concept / Vision"
398,"Mt. Gox","Submission deadline for proposed rehabilitation plan: February 14, 2019"
399,"Mt. Gox","Period to examine Proofs of rehabilitation claims: From January 31, 2019, to February 7, 2019"
400,"Mt. Gox","Submission deadline for statement of approval or disapproval: January 24, 2019"
401,"Mt. Gox","Submission deadline for inventory of assets and balance sheets: October 27, 2018"
402,"Mt. Gox","Deadline for Filing proof of rehabilitation claims: October 22, 2018"
403,"Mt. Gox","Meeting for reporting the status of property and submission deadline for a report under Article 125 of the Civil Rehabilitation Act: September 26, 2018"
404,"Draper Goren Holm","Incubate & Grow When we encounter pain-points in our industry, we assemble the best entrepreneurs in the space, create a startup and attack those opportunities together with our corporate partners and partner funds."
405,"Draper Goren Holm","Invest & Amplify We invest in stand-out companies with exceptional teams. Once in our portfolio, we amplify their efforts by utilizing our platform and partnerships, like the one we have with the Draper Venture Network."
406,"Draper Goren Holm","Events & Services Draper Goren Holm produces two of the leading event series’ in the blockchain and cryptocurrency space and operates a consulting business that are lightning rods to quality deal-flow and a testament to our execution and access."
407,"Gemini","CUSTOMER FUNDS. All U.S. Dollar deposits are held for your benefit at FDIC-insured banks. All digital assets are custodied in trust on your behalf. The majority of digital assets are stored offline in our proprietary Cold Storage system."
408,"Gemini","REGULATORY OVERSIGHT. Gemini is a New York trust company regulated by the New York State Department of Financial Services (NYSDFS)."
409,"Gemini","MARKETPLACE. Gemini offers multiple order types and execution options to facilitate your trading strategies."
410,"Gemini","CUSTODY SERVICES. Gemini is a fiduciary and custodian that is licensed to custody your digital assets in trust on your behalf."
411,"TaxBit","Optimized Taxes Deductions personalized to you. Claim up to $3,000 a year in capital losses. Carry forward any additional losses. Increase your tax refund."
412,"TaxBit","Full Audit Trail TaxBit has your back with a full cost-basis breakdown. Drill-down into any transaction and see exactly how your cryptocurrency taxes were calculated."
413,"TaxBit","CPA Designed Tax Software Trust the experts! Designed by leading Blockchain CPA’s and cryptocurrency tax attorneys, TaxBit supports over 4,200 cryptocurrencies, equities, commodities, and all fiat currencies."
414,"Securitize","One of the most important and unique aspects of its technology is the Digital Securities Protocol (DS Protocol). The DS Protocol allows for the compliant trading of tokens on secondary marketplaces, like Alternative Trading Systems (ATS) in the U.S., and many other global securities exchanges and marketplaces."
415,"Securitize","The Secu­ri­tize issuance plat­form is a full-stack tech­nol­o­gy solu­tion for issuers of dig­i­tal secu­ri­ties."
416,"CipherTrace","CipherTrace Maltego Transform"
417,"CipherTrace","Crypto Threat-Intel"
418,"CipherTrace","Compliance Monitoring"
419,"CipherTrace","Financial Investigations and Bitcoin Forensics"
420,"CipherTrace","Anti-Money Laundering"
421,"CipherTrace","Cryptocurrency Intelligence:"
422,"bitFlyer","Blockchain LAB"
423,"bitFlyer","Blockchain Explorer"
424,"bitFlyer","Pro Exchange"
425,"EMURGO","EMURGO is uniquely affiliated and works closely with IOHK to grow Cardano’s ecosystem globally and promote the adoption of the Cardano blockchain."
426,"EMURGO","EMURGO leverages its expertise in blockchain R&D as well as its global network of related blockchain and industry partners to support ventures globally."
427,"EMURGO","Products and Investments"
428,"EMURGO","Advisory Services"
429,"EMURGO","Investment & Accelerator"
430,"EMURGO","Education & Academy"
431,"EMURGO","Systems Development"
432,"Bittrex","Bittrex Malta Ltd. A Bittrex International’s subsidiary that will operate a secure, reliable and advanced digital asset platform built on Bittrex’s cutting-edge trading technology. Bittrex Malta Ltd. intends to apply to become a regulated virtual financial asset exchange under Maltese laws, and it will operate in a manner consistent with the Maltese regulatory framework relating to virtual financial assets."
433,"Bittrex","Bittrex International. An affiliate company of Bittrex Inc. that will own and manage a global collection of innovative blockchain technology-focused businesses operating outside of the United States."
434,"Parity Technologies","Rust and Wasm in blockchain"
435,"Parity Technologies","Warp sync and pruning"
436,"Parity Technologies","Private Ethereum transactions"
437,"Parity Technologies","Proof-of-Authority consensus"
438,"Parity Technologies","On-chain governance protocol upgrades"
439,"CryptoSlate","Advertising – Advertise on a website designed for savvy readers — the same types most likely to engage with your brand."
440,"CryptoSlate","Blockchain Event Directory – Add your blockchain event to our directory."
441,"CryptoSlate","Product Listings – Add your app, dApp, wallet or other crypto product to our database."
442,"CryptoSlate","Company Listings – Add your blockchain company to our directory."
443,"CryptoSlate","Press Releases – Promote your message to our audience."
444,"Crypto Briefing","Events Directory"
445,"Crypto Briefing","Token Updates"
446,"Crypto Briefing","Code Reviews"
447,"Crypto Briefing","ICO Reviews"
448,"Crypto Briefing","Cryptocurrency News"
449,"ZBX","SECURITY TOKEN OFFERING: Aiming to acquire a license in 2019 to list security tokens under Maltese regulations."
450,"ZBX","FIAT CHANNELS: Integrates fiat channels with major financial institutions to support euro-crypto trading."
451,"Revolut","Donations"
452,"Revolut","Apple Pay"
453,"Revolut","Open Banking API"
454,"Revolut","Overseas Medical Insurance"
455,"Revolut","Mobile Phone Insurance"
456,"Revolut","Cryptocurrency"
457,"Revolut","Perksbeta"
458,"Revolut","Budgeting"
459,"Revolut","Vaults"
460,"Revolut","Money Transfers"
461,"Binance","ACADEMY. Binance Academy is a brand new, open access learning hub from Binance."
462,"Binance","INFO. Binance Info is a professional platform with market data, price actions and blockchain project information about bitcoin, eth and all other major cryptocurrencies."
463,"Binance","LAUNCHPAD. Binance Launchpad is the exclusive token sale platform for the most transformative crypto projects."
464,"Binance","LABS. Binance Labs is a social impact fund and an initiative to incubate, invest, and empower blockchain and cryptocurrency entrepreneurs, projects, and communities."
465,"Binance","EXCHANGE.  Binance Exchange provides access to hundreds of digital currency pairs while maintaining security, liquidity and high-speed with some of the lowest costs in the industry at 0.1% or 0.05% by using Binance (BNB) coin."
466,"Grayscale Investments","Grayscale Digital Large Cap Fund. A strategic large cap fund for diversified exposure."
467,"Grayscale Investments","Grayscale Zcash Trust. A privacy-enhanced currency for the digital age."
468,"Grayscale Investments","Grayscale XRP Trust. A digital asset for global enterprise payments."
469,"Grayscale Investments","Grayscale Stellar Lumens Trust. A platform that connects banks, payment systems, and people."
470,"Grayscale Investments","Grayscale Litecoin Trust. A digital currency for fast, low-cost payments."
471,"Grayscale Investments","Grayscale Horizen Trust. A secure and private platform for money, messages, & media."
472,"Grayscale Investments","Grayscale Ethereum Classic Trust. A flexible currency for the Internet of Things."
473,"Grayscale Investments","Grayscale Ethereum Trust. A decentralized, smart-contract platform."
474,"Grayscale Investments","Grayscale Bitcoin Cash Trust. An alternative approach for electronic cash."
475,"Grayscale Investments","Grayscale Bitcoin Trust.  Grayscale’s flagship product, the Bitcoin Investment Trust (symbol: GBTC), is a private, open-ended trust that is invested exclusively in bitcoin and derives its value solely from the price of bitcoin. It enables investors to gain exposure to the price movement of bitcoin without the challenges of buying, storing, and safekeeping bitcoins."
476,"Coinbase","Wallet. All your digital assets in one place. Take full control of your tokens and collectibles by storing them on your own device."
477,"Coinbase","Pro. Coinbase Pro offers individuals the ability to trade a variety of digital assets on a secure, insurance backed platform."
478,"Coinbase","Prime. Coinbase’s professional trading platform for institutional clients. Access the same diversified liquidity pool underpinning all Coinbase products through a professional trading platform designed for institutional clients."
479,"Coinbase","Paradex.  Trade tokens directly from your wallet."
480,"Coinbase","Custody. Coinbase Custody services a range of customers including institutions, hedge funds, ICOs and cryptocurrency exchanges. In partnership with ETC, a SEC-registered broker-dealer and FINRA member, Coinbase Custody is to offer a service that couples Coinbase’s crypto asset security excellence with broker-dealer financial reporting expertise."
481,"Coinbase","Commerce. A service that enables merchants to accept multiple cryptocurrencies directly into a user-controlled wallet."
482,"Coinbase","Consumer. Buy and sell digital currency."
483,"Coinbase","Asset Management. Get exposure to all assets listed on Coinbase. It is now open to US accredited investors."
484,"Bitbuy","API"
485,"Bitbuy","OTC"
486,"Bitbuy","Pro Trade"
487,"Bitbuy","Express Trade"
488,"MediaX Agency","Branding: Delivering your brand message to the right audience is key and we achieve this by helping your brand stand out by highlighting your unique value proposition. Our marketing campaigns are clever and cutting-edge, allowing us to draw attention to your brand."
489,"MediaX Agency","DeFi Marketing: At MediaX, we help your DeFi projects scale faster, onboard new users, increase liquidity, and capitalization. With our team we help you create solid marketing campaigns, growth hacking strategies, PR and Media placements to ensure your brand is constantly getting to the right audience and ensuring a rich return on investments."
490,"MediaX Agency","Blockchain PR: We not only adapt complex blockchain principles to a simplified version for your audience and your target market, we also help in identifying key players in Blockchain that can expand your reach and improve brand awareness on top global media outlets."
491,"MediaX Agency","Public Relations: We create the necessary buzz around your brand and get your brand featured in globally recognized publications. We define key performance indicators (KPIs) so you can monitor your return on investments (ROI). Our marketing strategy brings your brand message to the right people in the right way to ensure you receive the right results."
492,"Rapid Innovation","Software Consulting"
493,"Rapid Innovation","App Upgrades"
494,"Rapid Innovation","Prototyping"
495,"Rapid Innovation","Blockchain Consulting"
496,"Rapid Innovation","Smart Contracts"
497,"Rapid Innovation","MVP Development"
498,"Bybit","Bybit, a safe, fast, transparent and user-friendly Bitcoin and Ethereum trading platform offering cryptocurrency perpetual contracts."
499,"Aeon Law","IP Transactions. Services include transactions involving patents, trademark, copyright, trade secrets, technology and software licensing, and unfair competition."
500,"Aeon Law","Trade Secrets. Services include counseling, agreements, compliance, review, enforcement and licensing matters."
501,"Aeon Law","Copyrights. Services include counseling, auditing, registration, agreements, acquisition, enforcement and licensing."
502,"Aeon Law","Trademarks. Services include counseling, clearance searches and risk analysis, registration, TTAB proceedings, enforcement and licensing."
503,"Aeon Law","Patents. Services include patent counseling, patentability searches and risk analysis, applications, prosecution, enforcement and licensing."
504,"OKX","OK Blockchain Capital. Fully-integrated services for blockchain entrepreneurial teams and projects"
505,"OKX","Index Tracker. A portfolio of tokens in one transaction. Achieve long term returns through low volatility index"
506,"OKX","Futures Trading. Stabilize income earned through futures trading, arbitrage and hedge your risks conveniently"
507,"OKX","Token / Margin Trading. Trade over a hundred types of tokens including Bitcoin, Ethereum & Litecoin with leverage options."
508,"OKX","Fiat Trading. A trusted platform with intuitive user interface allowing professionals to trade tokens with fiat currency conveniently"
509,"Footprint Analytics","Timely data"
510,"Footprint Analytics","Zero code analytics"
511,"Footprint Analytics","Understand industrial trends"
512,"Footprint Analytics","Build trust among the community"
513,"Footprint Analytics","See all aspects of operational data"
514,"Footprint Analytics","Grasp new investment opportunities"
515,"Footprint Analytics","True APY for each pool"
516,"Footprint Analytics","Simple and fast tool"
517,"Quantum Economics","Strategic Advisory Services"
518,"Quantum Economics","Copy our Trades"
519,"Quantum Economics","Analysis on Demand"
520,"Ignite","Enrich the blockchain ecosystem for new clients and for its own business interests."
521,"Ignite","A partner and service provider to the ICF in supporting the development of Cosmos."
522,"Ignite","Builds software for high-value public blockchains like the Cosmos Network."
523,"Galaxy Digital","Bloomberg Galaxy Crypto Index (BGCI). The index is designed to track the performance of the largest, most liquid portion of the cryptocurrency market. The BGCI is market capitalization-weighted and measures the performance of ten USD-traded cryptocurrencies, including Bitcoin, Ethereum, Monero, Ripple, and Zcash. The index constituents are diversified across different categories of digital assets, including stores of value, mediums of exchange, smart contract protocols, and privacy assets."
524,"Galaxy Digital","Diversified Asset Management Firm. Dedicated to the digital currency and blockchain sectors. The firm manages capital on behalf of external clients in three distinct business lines: Index Fund Management, Blockchain Ecosystem Funds, and Opportunistic Funds."
525,"Circle","Circle Research. In-depth crypto market analysis and crypto asset research."
526,"Circle","Poloniex. One of the world’s largest crypto exchanges."
527,"Circle","Circle Trade. OTC crypto desk that moves over $2B each month."
528,"Circle","Circle Pay. Move money between currencies, countries and friends."
529,"Circle","Circle Invest. Invest in crypto even if you’ve never invested in crypto."
530,"Launchpool Labs","Dev Hubs & Universities: Join forces in bringing young talent to the most in-demand technology. Develop and nurture skills and collaboration, exposure to real-world products."
531,"Launchpool Labs","Teams: Enjoy the journey from prototype to building your MVP (minimum viable product) and MVC (minimum viable community)."
532,"Launchpool Labs","Advisors: Unique experience to join and co-build products with early-stage teams from Day 1."
533,"Launchpool Labs","Investors: Preseed & Seed deals for Launchpool Labs NFT holders, high risk – high reward. Tagline: #beyourownVC."
534,"Matterblock","Growth"
535,"Matterblock","Trusted Partners"
536,"Matterblock","PR / Marketing / Influencers / Events"
537,"Matterblock","Investment"
538,"Matterblock","Tailored Tokenomics"
539,"Matterblock","Business Success Strategies"
540,"Bity","Affiliate programs."
541,"Bity","Over-the-counter trading."
542,"Bity","Cryptocurrency Buy / Sell APIs for Wallet companies & other businesses."
543,"Bity","Crypto to fiat and fiat to crypto online bill pay and money transfer solutions."
544,"Bity","Bitcoin ATMs/Kiosk network in Switzerland, allowing people to buy & sell bitcoins with cash."
545,"Bity","Cryptocurrency exchange web platform on bity.com, allowing people and enterprises to buy, sell, and trade crypto to fiat, fiat to crypto, crypto to crypto."
546,"BitMEX","BitMEX Research. Filtering out the hype with unbiased, evidence-backed reports on the crypto-coin ecosystem."
547,"BitMEX","BitMEX Trading Platform. A real-time, cryptocurrency derivatives trading platform. It provides currency futures trading, derivatives, and other financial products."
548,"ConsenSys","THE BROOKLYN PROJECT. An industry-wide initiative to promote token-powered economic growth and consumer protection."
549,"ConsenSys","BLOCKCHAIN FOR SOCIAL IMPACT. Facilitates on R&D and implementation of tools for social impact."
550,"ConsenSys","ETHEREAL EVENTS. Ethereal is a cultural nexus where builders, humanitarians, and artists explore our decentralized future together."
551,"ConsenSys","CAPITAL. ConsenSys Capital is the constellation of financial service offerings for digital assets and blockchain businesses."
552,"ConsenSys","SOLUTIONS. ConsenSys consulting arm helps organizations across the globe build, test, and deploy public and private blockchain solutions."
553,"ConsenSys","ACADEMY. ConsenSys educational institution is developing the global blockchain ecosystem by bridging the Ethereum knowledge gap."
554,"ConsenSys","LABS. ConsenSys venture studio supports entrepreneurs and developers around the world as they build on the Ethereum platform."
555,"ConsenSys","MEDIA. News, education, and leading innovations from leaders in the blockchain industry and community outreach."
556,"ConsenSys","TOKEN FOUNDRY. A platform to help projects design and launch tokens fairly/transparently & help people puirchase tokens safely."
557,"ConsenSys","DILIGENCE. An Ethereum security best practices service provider, promoting legal precautions and ethical business models."
558,"Bakkt","Leveraging Intercontinental Exchange’s market infrastructure, Bakkt is designed to bring regulated trading, clearing and warehousing."
559,"Bakkt","Buy, sell, store and spend digital assets within an efficient global ecosystem."
560,"Bakkt","Bakkt is an integrated global platform for trading, warehousing and commerce."
561,"Input Output","SYMPHONY. Symphony of Blockchains is an interactive, visual and auditory exploration of Bitcoin, cryptocurrency and the blockchain."
562,"Input Output","RS|COIN. RS|Coin is a scalable and distributed cryptographic currency framework."
563,"Input Output","SCOREX. Scorex is an open-source project that aims to speed up research and development of blockchains."
564,"Input Output","QEDITAS. Qeditas is a project to apply blockchain technology to support the construction of a library of formalized mathematics. It is intended to be a realization (or possibly revival) of the QED project, as described in the QED Manifesto."
