"id","company_name","similar_name"
775,"Sydney Blockchain Centre","Bitcoin Club Malta"
776,"Sydney Blockchain Centre","Blockchain Game Alliance"
777,"Sydney Blockchain Centre","TF Blockchain"
778,"Goldman Sachs","WhaleFin"
779,"Goldman Sachs","Morgan Creek Digital Assets"
780,"Goldman Sachs","TokenAnalyst"
781,"Goldman Sachs","Bitwise"
782,"Goldman Sachs","Quadency"
783,"Goldman Sachs","Coin Center"
784,"Goldman Sachs","Bridgewater Associates"
785,"Goldman Sachs","DeFiance Capital"
786,"Goldman Sachs","Ark Invest"
787,"Goldman Sachs","Draper Goren Holm"
788,"IBM Blockchain","Cardano Foundation"
789,"IBM Blockchain","Neo Foundation"
790,"IBM Blockchain","Issuance"
791,"IBM Blockchain","Revolut"
792,"IBM Blockchain","Enterprise Ethereum Alliance"
793,"IBM Blockchain","Footprint Analytics"
794,"IBM Blockchain","Blockchain, Inc."
795,"IBM Blockchain","Input Output"
796,"IBM Blockchain","Ignite"
797,"IBM Blockchain","Circle"
798,"Bithumb","SwissBorg"
799,"Bithumb","Bybit"
800,"Bithumb","ZBX"
801,"Bithumb","BW.com"
802,"Bithumb","ZebPay"
803,"Bithumb","Circle"
804,"Bithumb","NSBroker"
805,"Bithumb","PrimeBit"
806,"Bithumb","BTSE"
807,"Bithumb","bitFlyer USA"
808,"Digital Asset Management","TokenMinds"
809,"Digital Asset Management","Genesis Group"
810,"Digital Asset Management","nChain"
811,"Digital Asset Management","ConsenSys"
812,"Digital Asset Management","Coinfirm"
813,"Digital Asset Management","Fidelity Investments"
814,"Digital Asset Management","Bitwise"
815,"Digital Asset Management","Crypto Finance"
816,"Digital Asset Management","Blockchain Capital"
817,"Digital Asset Management","EMURGO"
818,"BitGo","Ambire"
819,"BitGo","OpenCrowd"
820,"BitGo","Hyperledger"
821,"BitGo","Arweave"
822,"BitGo","Issuance"
823,"BitGo","Omise"
824,"BitGo","Stellar Development Foundation"
825,"BitGo","Agoric"
826,"BitGo","Core Scientific"
827,"BitGo","Blockchain, Inc."
828,"Conversion Wizards","MediaX Agency"
829,"Conversion Wizards","Issuance"
830,"Conversion Wizards","Digital Ark"
831,"Conversion Wizards","Zebu Digital"
832,"Conversion Wizards","EAK Digital"
833,"Conversion Wizards","InboundJunction"
834,"Conversion Wizards","42 Studio"
835,"Conversion Wizards","Paradox Group"
836,"Conversion Wizards","AZ Blockchain"
837,"Conversion Wizards","YAP Global"
838,"Chainalysis","Crypto Capital"
839,"Chainalysis","MyCointainer"
840,"Chainalysis","Footprint Analytics"
841,"Chainalysis","Stably"
842,"Chainalysis","Ripple"
843,"Chainalysis","Input Output"
844,"Chainalysis","Bitfury"
845,"Chainalysis","SolRazr"
846,"Chainalysis","Ambire"
847,"Chainalysis","Bitwise"
848,"Blockchain, Inc.","Blox"
849,"Blockchain, Inc.","Worthpad"
850,"Blockchain, Inc.","Stellar Development Foundation"
851,"Blockchain, Inc.","Mogul Productions"
852,"Blockchain, Inc.","Coinfirm"
853,"Blockchain, Inc.","Casa"
854,"Blockchain, Inc.","Block"
855,"Blockchain, Inc.","IBM Blockchain"
856,"Blockchain, Inc.","Cartesi"
857,"Blockchain, Inc.","SmartContract"
858,"Issuance","CertiK"
859,"Issuance","Quadency"
860,"Issuance","Mastercard"
861,"Issuance","Zebu Digital"
862,"Issuance","SolRazr"
863,"Issuance","Solana"
864,"Issuance","Bitfury"
865,"Issuance","Meta"
866,"Issuance","MINERSET"
867,"Issuance","Blockstation"
868,"BlockVC","Elliptic"
869,"BlockVC","Jsquare"
870,"BlockVC","Multicoin Capital"
871,"BlockVC","R3"
872,"BlockVC","Grayscale Investments"
873,"BlockVC","Blockchain Transparency Institute"
874,"BlockVC","LunarCRUSH"
875,"BlockVC","Crypto Finance"
876,"BlockVC","Union Square Ventures"
877,"BlockVC","Alameda Research"
878,"Node Capital","GhostRider Ventures"
879,"Node Capital","Quantum Economics"
880,"Node Capital","Coin Center"
881,"Node Capital","Elliptic"
882,"Node Capital","Morningstar Ventures"
883,"Node Capital","Three Arrows Capital"
884,"Node Capital","Huobi Global"
885,"Node Capital","CoinGecko"
886,"Node Capital","Coinbase Ventures"
887,"Node Capital","Coin Metrics"
888,"Blockchain Capital","Crypto Finance"
889,"Blockchain Capital","MVP Workshop"
890,"Blockchain Capital","CipherTrace"
891,"Blockchain Capital","Delphi Digital"
892,"Blockchain Capital","Coinbase Ventures"
893,"Blockchain Capital","BlockVC"
894,"Blockchain Capital","Node Capital"
895,"Blockchain Capital","TokenMinds"
896,"Blockchain Capital","Alameda Research"
897,"Blockchain Capital","Reflective Ventures"
898,"Andreessen Horowitz","Blockchain Capital"
899,"Andreessen Horowitz","Bloccelerate"
900,"Andreessen Horowitz","Morningstar Ventures"
901,"Andreessen Horowitz","Huobi Global"
902,"Andreessen Horowitz","Union Square Ventures"
903,"Andreessen Horowitz","Jsquare"
904,"Andreessen Horowitz","Three Arrows Capital"
905,"Andreessen Horowitz","Digital Finance Group"
906,"Andreessen Horowitz","Delphi Digital"
907,"Andreessen Horowitz","ConsenSys"
908,"Pantera Capital","Delphi Digital"
909,"Pantera Capital","Bridgewater Associates"
910,"Pantera Capital","ConsenSys"
911,"Pantera Capital","Invictus Capital"
912,"Pantera Capital","Paradigm"
913,"Pantera Capital","Reflective Ventures"
914,"Pantera Capital","Huobi Global"
915,"Pantera Capital","Blockchain Capital"
916,"Pantera Capital","Ascensive Assets"
917,"Pantera Capital","Alameda Research"
918,"Digital Currency Group","Xpring"
919,"Digital Currency Group","Union Square Ventures"
920,"Digital Currency Group","Delphi Digital"
921,"Digital Currency Group","Haun Ventures"
922,"Digital Currency Group","Genesis Group"
923,"Digital Currency Group","ConsenSys"
924,"Digital Currency Group","Blockchain Capital"
925,"Digital Currency Group","Jsquare"
926,"Digital Currency Group","Multicoin Capital"
927,"Digital Currency Group","Paradigm"
928,"CrowdfundX","EAK Digital"
929,"CrowdfundX","Zebu Digital"
930,"CrowdfundX","Genesis Group"
931,"CrowdfundX","nChain"
932,"CrowdfundX","Conversion Wizards"
933,"CrowdfundX","New Alchemy"
934,"CrowdfundX","EMURGO"
935,"CrowdfundX","Coinme"
936,"CrowdfundX","MediaX Agency"
937,"CrowdfundX","Goldman Sachs"
938,"Gresham International","CryptoLaw Partners"
939,"Gresham International","Perkins Coie LLP"
940,"Gresham International","Aeon Law"
941,"Bitmain","Bitfury"
942,"Bitmain","Genesis Mining"
943,"Bitmain","Huobi Global"
944,"Bitmain","Canaan"
945,"Bitmain","Ledger"
946,"Bitmain","Coinmine"
947,"InboundJunction","AZ Blockchain"
948,"InboundJunction","Digital Ark"
949,"InboundJunction","Paradox Group"
950,"InboundJunction","42 Studio"
951,"InboundJunction","Conversion Wizards"
952,"InboundJunction","CrowdfundX"
953,"InboundJunction","Zebu Digital"
954,"InboundJunction","MediaX Agency"
955,"InboundJunction","Cointraffic"
956,"InboundJunction","EAK Digital"
957,"Omise","Dfinity"
958,"Omise","Visa"
959,"Omise","Sky Mavis"
960,"Omise","Arweave"
961,"Omise","TokenMinds"
962,"Omise","Cartesi"
963,"Omise","Worthpad"
964,"Omise","Lendroid"
965,"Omise","Ripple"
966,"Omise","SolRazr"
967,"Coin Center","CoinGecko"
968,"Coin Center","nChain"
969,"Coin Center","Santiment"
970,"Coin Center","IOTA Foundation"
971,"Coin Center","BlockVC"
972,"Coin Center","Coinfirm"
973,"Coin Center","Blockchain Transparency Institute"
974,"Coin Center","Node Capital"
975,"Coin Center","Luna Foundation Guard"
976,"Coin Center","Litecoin Foundation"
977,"Reflective Ventures","Alameda Research"
978,"Reflective Ventures","Matterblock"
979,"Reflective Ventures","Ark Invest"
980,"Reflective Ventures","Delphi Digital"
981,"Reflective Ventures","Andreessen Horowitz"
982,"Reflective Ventures","Morningstar Ventures"
983,"Reflective Ventures","Haun Ventures"
984,"Reflective Ventures","Node Capital"
985,"Reflective Ventures","Xpring"
986,"Reflective Ventures","BlockVC"
987,"Blockchain Transparency Institute","Crypto Briefing"
988,"Blockchain Transparency Institute","DappRadar"
989,"Blockchain Transparency Institute","Bitfury"
990,"Blockchain Transparency Institute","Bitwise"
991,"Blockchain Transparency Institute","Input Output"
992,"Blockchain Transparency Institute","TokenInsight"
993,"Blockchain Transparency Institute","Nym"
994,"Blockchain Transparency Institute","CipherTrace"
995,"Blockchain Transparency Institute","Digital Assets Data"
996,"Blockchain Transparency Institute","Weiss Crypto Ratings"
997,"Coinme","Coinfirm"
998,"Coinme","ConsenSys"
999,"Coinme","Blockchain Capital"
1000,"Coinme","Issuance"
1001,"Coinme","Goldman Sachs"
1002,"Coinme","Spendabit"
1003,"Coinme","Miner Bros Limited"
1004,"Coinme","TravelbyBit"
1005,"Coinme","Bitcoin Gear"
1006,"Coinme","Quantum Economics"
1007,"TF Blockchain","CryptoPanic"
1008,"TF Blockchain","CoinGecko"
1009,"TF Blockchain","BlockDown"
1010,"TF Blockchain","Blockworks"
1011,"TF Blockchain","MyCointainer"
1012,"TF Blockchain","CoinDesk"
1013,"TF Blockchain","CryptoSlate"
1014,"TF Blockchain","ConsenSys"
1015,"TF Blockchain","Cryptonites"
1016,"TF Blockchain","The Block"
1017,"Arrington XRP Capital","Blockstation"
1018,"Arrington XRP Capital","Quadency"
1019,"Arrington XRP Capital","BlockTower Capital"
1020,"Arrington XRP Capital","Strix Leviathan"
1021,"Arrington XRP Capital","WhaleFin"
1022,"Arrington XRP Capital","MyCointainer"
1023,"Arrington XRP Capital","Luna Foundation Guard"
1024,"Arrington XRP Capital","Bitwise"
1025,"Arrington XRP Capital","Securitize"
1026,"Arrington XRP Capital","Crypto Finance"
1027,"Pithia","Pantera Capital"
1028,"Pithia","Galaxy Digital"
1029,"Pithia","Xpring"
1030,"Pithia","Invictus Capital"
1031,"Pithia","Bridgewater Associates"
1032,"Pithia","GhostRider Ventures"
1033,"Pithia","Alameda Research"
1034,"Pithia","Worthpad"
1035,"Pithia","Matterblock"
1036,"Pithia","Ascensive Assets"
1037,"New Alchemy","TokenMinds"
1038,"New Alchemy","SolRazr"
1039,"New Alchemy","Rapid Innovation"
1040,"New Alchemy","Draper Goren Holm"
1041,"New Alchemy","Digital Asset Management"
1042,"New Alchemy","OpenCrowd"
1043,"New Alchemy","42 Studio"
1044,"New Alchemy","Blockchain Capital"
1045,"New Alchemy","Dapper Labs"
1046,"New Alchemy","nChain"
1047,"Bloccelerate","Alameda Research"
1048,"Bloccelerate","Digital Finance Group"
1049,"Bloccelerate","Pithia"
1050,"Bloccelerate","Animoca Brands"
1051,"Bloccelerate","BlockVC"
1052,"Bloccelerate","Multicoin Capital"
1053,"Bloccelerate","Matterblock"
1054,"Bloccelerate","Digital Currency Group"
1055,"Bloccelerate","Reflective Ventures"
1056,"Bloccelerate","DeFiance Capital"
1057,"CryptoLaw Partners","Aeon Law"
1058,"CryptoLaw Partners","Perkins Coie LLP"
1059,"CryptoLaw Partners","Gresham International"
1060,"Perkins Coie LLP","Gresham International"
1061,"Perkins Coie LLP","Aeon Law"
1062,"Perkins Coie LLP","CryptoLaw Partners"
1063,"MarketAcross","Zebu Digital"
1064,"MarketAcross","EAK Digital"
1065,"MarketAcross","CrowdfundX"
1066,"MarketAcross","Issuance"
1067,"MarketAcross","AZ Blockchain"
1068,"MarketAcross","Cointraffic"
1069,"MarketAcross","Paradox Group"
1070,"MarketAcross","TokenMinds"
1071,"MarketAcross","MediaX Agency"
1072,"MarketAcross","YAP Global"
1073,"Skew","Weiss Crypto Ratings"
1074,"Skew","R3"
1075,"Skew","TokenInsight"
1076,"Skew","Dfinity"
1077,"Skew","Bitwise"
1078,"Skew","CipherTrace"
1079,"Skew","Elliptic"
1080,"Skew","Santiment"
1081,"Skew","Delphi Digital"
1082,"Skew","Coin Center"
1083,"Xpring","Digital Currency Group"
1084,"Xpring","Digital Finance Group"
1085,"Xpring","Ignite"
1086,"Xpring","Strike"
1087,"Xpring","MINERSET"
1088,"Xpring","EMURGO"
1089,"Xpring","Cardano Foundation"
1090,"Xpring","Issuance"
1091,"Xpring","Transparent Systems"
1092,"Xpring","Tradeium"
1093,"Transparent Systems","Arweave"
1094,"Transparent Systems","Meta"
1095,"Transparent Systems","Delphi Digital"
1096,"Transparent Systems","BitGo"
1097,"Transparent Systems","Issuance"
1098,"Transparent Systems","Hyperledger"
1099,"Transparent Systems","Block"
1100,"Transparent Systems","Minds + Machines Group Limited"
1101,"Transparent Systems","Tezos Foundation"
1102,"Transparent Systems","Chainalysis"
1103,"MyCointainer","Footprint Analytics"
1104,"MyCointainer","Arrington XRP Capital"
1105,"MyCointainer","Grayscale Investments"
1106,"MyCointainer","Stellar Development Foundation"
1107,"MyCointainer","MicroStrategy"
1108,"MyCointainer","Bitwise"
1109,"MyCointainer","Bitfury"
1110,"MyCointainer","Prysmatic Labs"
1111,"MyCointainer","#Hashed"
1112,"MyCointainer","Input Output"
1113,"Lightning Labs","Blockstation"
1114,"Lightning Labs","Digital Assets Data"
1115,"Lightning Labs","Prysmatic Labs"
1116,"Lightning Labs","IBM Blockchain"
1117,"Lightning Labs","Blockchain, Inc."
1118,"Lightning Labs","OpenCrowd"
1119,"Lightning Labs","Conflux"
1120,"Lightning Labs","Ava Labs"
1121,"Lightning Labs","CertiK"
1122,"Lightning Labs","STASIS"
1123,"YAP Global","AZ Blockchain"
1124,"YAP Global","Issuance"
1125,"YAP Global","InboundJunction"
1126,"YAP Global","MediaX Agency"
1127,"YAP Global","MarketAcross"
1128,"YAP Global","Paradox Group"
1129,"YAP Global","Zebu Digital"
1130,"YAP Global","42 Studio"
1131,"YAP Global","EAK Digital"
1132,"YAP Global","Conversion Wizards"
1133,"#Hashed","Galaxy Digital"
1134,"#Hashed","Securitize"
1135,"#Hashed","JPMorgan"
1136,"#Hashed","Digital Asset Management"
1137,"#Hashed","Bloccelerate"
1138,"#Hashed","Invictus Capital"
1139,"#Hashed","EMURGO"
1140,"#Hashed","Draper Goren Holm"
1141,"#Hashed","Tachyon"
1142,"#Hashed","Quadency"
1143,"Truffle","tZERO"
1144,"Truffle","Core Scientific"
1145,"Truffle","Delphi Digital"
1146,"Truffle","Transparent Systems"
1147,"Truffle","Hyperledger"
1148,"Truffle","Dfinity"
1149,"Truffle","Meta"
1150,"Truffle","Enterprise Ethereum Alliance"
1151,"Truffle","MicroStrategy"
1152,"Truffle","Casa"
1153,"ShortHop","Poloniex"
1154,"ShortHop","LocalBitcoins"
1155,"ShortHop","DeversiFi"
1156,"ShortHop","Bit.com"
1157,"ShortHop","BaseFEX"
1158,"ShortHop","PrimeXBT"
1159,"ShortHop","Bybit"
1160,"ShortHop","SIBEX"
1161,"ShortHop","ZBG"
1162,"ShortHop","bitFlyer USA"
1163,"ZenLedger","Stably"
1164,"ZenLedger","Ripple"
1165,"ZenLedger","Truffle"
1166,"ZenLedger","Blockstream"
1167,"ZenLedger","MINERSET"
1168,"ZenLedger","Transparent Systems"
1169,"ZenLedger","R3"
1170,"ZenLedger","Optimism"
1171,"ZenLedger","Coinfirm"
1172,"ZenLedger","Minds + Machines Group Limited"
1173,"Huobi Global","UPbit"
1174,"Huobi Global","C-Trade"
1175,"Huobi Global","Bitmain"
1176,"Huobi Global","Bitcoin of America"
1177,"Huobi Global","BlockVC"
1178,"Huobi Global","Dolomite"
1179,"Huobi Global","bitFlyer"
1180,"Huobi Global","Amplify Exchange"
1181,"Huobi Global","XBTPro"
1182,"Huobi Global","Bity"
1183,"Lendroid","BitGo"
1184,"Lendroid","ARYZE"
1185,"Lendroid","Sky Mavis"
1186,"Lendroid","Digital Assets Data"
1187,"Lendroid","Strike"
1188,"Lendroid","Minds + Machines Group Limited"
1189,"Lendroid","Electric Coin Company"
1190,"Lendroid","Blockchain, Inc."
1191,"Lendroid","Footprint Analytics"
1192,"Lendroid","Optimism"
1193,"BTSE","Revolut"
1194,"BTSE","MyCoinStory"
1195,"BTSE","Mt. Gox"
1196,"BTSE","C-Trade"
1197,"BTSE","Coinbase"
1198,"BTSE","Poloniex"
1199,"BTSE","CryptoLocally"
1200,"BTSE","Bakkt"
1201,"BTSE","Binance.US"
1202,"BTSE","ZBX"
1203,"Stellar Development Foundation","EMURGO"
1204,"Stellar Development Foundation","Conflux"
1205,"Stellar Development Foundation","Lendroid"
1206,"Stellar Development Foundation","Stably"
1207,"Stellar Development Foundation","Ava Labs"
1208,"Stellar Development Foundation","Tradeium"
1209,"Stellar Development Foundation","Chainalysis"
1210,"Stellar Development Foundation","Blockchain, Inc."
1211,"Stellar Development Foundation","Gitcoin"
1212,"Stellar Development Foundation","Blockstation"
1213,"BW.com","Binance.US"
1214,"BW.com","bitFlyer USA"
1215,"BW.com","HitBTC"
1216,"BW.com","Kraken"
1217,"BW.com","XT.COM Exchange"
1218,"BW.com","MeterQubes"
1219,"BW.com","LocalBitcoins"
1220,"BW.com","Revolut"
1221,"BW.com","Bithumb"
1222,"BW.com","CODEX"
1223,"TravelbyBit","Bitcoin Gear"
1224,"TravelbyBit","Miner Bros Limited"
1225,"TravelbyBit","Spendabit"
1226,"TravelbyBit","Coinme"
1227,"TravelbyBit","MINERSET"
1228,"TravelbyBit","Bitcoin of America"
1229,"Conflux","Mastercard"
1230,"Conflux","BitGo"
1231,"Conflux","Tradeium"
1232,"Conflux","OpenCrowd"
1233,"Conflux","MicroStrategy"
1234,"Conflux","Securitize"
1235,"Conflux","Arweave"
1236,"Conflux","MINERSET"
1237,"Conflux","CertiK"
1238,"Conflux","EMURGO"
1239,"dex.blue","Revolut"
1240,"dex.blue","SIBEX"
1241,"dex.blue","Bitbuy"
1242,"dex.blue","Onomy Protocol"
1243,"dex.blue","LocalBitcoins"
1244,"dex.blue","Exolix"
1245,"dex.blue","Mt. Gox"
1246,"dex.blue","SmartFi"
1247,"dex.blue","Switchere"
1248,"dex.blue","Deribit"
1249,"Ethereum Foundation","Tezos Foundation"
1250,"Ethereum Foundation","Cardano Foundation"
1251,"Ethereum Foundation","Blockchain Game Alliance"
1252,"Ethereum Foundation","IOTA Foundation"
1253,"Ethereum Foundation","Stellar Development Foundation"
1254,"Ethereum Foundation","Coin Center"
1255,"Ethereum Foundation","Litecoin Foundation"
1256,"Ethereum Foundation","Luna Foundation Guard"
1257,"Ethereum Foundation","Dash Foundation"
1258,"Ethereum Foundation","GiveCrypto"
1259,"IOTA Foundation","Litecoin Foundation"
1260,"IOTA Foundation","Bitcoin Foundation"
1261,"IOTA Foundation","Stellar Development Foundation"
1262,"IOTA Foundation","Neo Foundation"
1263,"IOTA Foundation","Dash Foundation"
1264,"IOTA Foundation","Blockchain Game Alliance"
1265,"IOTA Foundation","Luna Foundation Guard"
1266,"IOTA Foundation","Ethereum Foundation"
1267,"IOTA Foundation","GiveCrypto"
1268,"IOTA Foundation","Tezos Foundation"
1269,"ZBG","Coinbase"
1270,"ZBG","ShapeShift"
1271,"ZBG","ZBX"
1272,"ZBG","SwapSpace"
1273,"ZBG","Overbit"
1274,"ZBG","Deribit"
1275,"ZBG","Rain"
1276,"ZBG","Huobi Global"
1277,"ZBG","Gemini"
1278,"ZBG","Anycoin Direct"
1279,"ZB.com","Bityard"
1280,"ZB.com","DeversiFi"
1281,"ZB.com","BaseFEX"
1282,"ZB.com","BitCoke"
1283,"ZB.com","Decoin"
1284,"ZB.com","Bit.com"
1285,"ZB.com","XT.COM Exchange"
1286,"ZB.com","Bithumb"
1287,"ZB.com","HitBTC"
1288,"ZB.com","ShortHop"
1289,"BaseFEX","AAX"
1290,"BaseFEX","Decoin"
1291,"BaseFEX","ShapeShift"
1292,"BaseFEX","C-Trade"
1293,"BaseFEX","MeterQubes"
1294,"BaseFEX","Kraken"
1295,"BaseFEX","FTX"
1296,"BaseFEX","ChangeNOW"
1297,"BaseFEX","Phemex"
1298,"BaseFEX","Bakkt"
1299,"Blox","Enterprise Ethereum Alliance"
1300,"Blox","Revolut"
1301,"Blox","Block"
1302,"Blox","EZPostage"
1303,"Blox","Akoin"
1304,"Blox","Input Output"
1305,"Blox","Delphi Digital"
1306,"Blox","Minds + Machines Group Limited"
1307,"Blox","Ignite"
1308,"Blox","Chainalysis"
1309,"ChangeNOW","Velo Trust"
1310,"ChangeNOW","BW.com"
1311,"ChangeNOW","FTX US Derivatives (formerly LedgerX)"
1312,"ChangeNOW","Poloniex"
1313,"ChangeNOW","Swapzone"
1314,"ChangeNOW","Gemini"
1315,"ChangeNOW","BaseFEX"
1316,"ChangeNOW","OKX"
1317,"ChangeNOW","Bittrex"
1318,"ChangeNOW","Symbiosis Labs"
1319,"PrimeBit","Nash"
1320,"PrimeBit","LocalBitcoins"
1321,"PrimeBit","Amplify Exchange"
1322,"PrimeBit","Kraken"
1323,"PrimeBit","Symbiosis Labs"
1324,"PrimeBit","WhaleFin"
1325,"PrimeBit","Bitstamp"
1326,"PrimeBit","Bithumb"
1327,"PrimeBit","BTSE"
1328,"PrimeBit","CODEX"
1329,"Decoin","Bakkt"
1330,"Decoin","BaseFEX"
1331,"Decoin","Poloniex"
1332,"Decoin","Switchere"
1333,"Decoin","SwissBorg"
1334,"Decoin","SwapSpace"
1335,"Decoin","FTX"
1336,"Decoin","Bitbuy"
1337,"Decoin","LocalBitcoins"
1338,"Decoin","BTSE"
1339,"Bitcoin of America","SIBEX"
1340,"Bitcoin of America","Amplify Exchange"
1341,"Bitcoin of America","UPbit"
1342,"Bitcoin of America","CryptoLocally"
1343,"Bitcoin of America","NSBroker"
1344,"Bitcoin of America","ChangeNOW"
1345,"Bitcoin of America","Nash"
1346,"Bitcoin of America","dex.blue"
1347,"Bitcoin of America","DeversiFi"
1348,"Bitcoin of America","Binance.US"
1349,"Cartesi","SolRazr"
1350,"Cartesi","Akoin"
1351,"Cartesi","IBM Blockchain"
1352,"Cartesi","Dfinity"
1353,"Cartesi","Omise"
1354,"Cartesi","Prysmatic Labs"
1355,"Cartesi","Nym"
1356,"Cartesi","Sky Mavis"
1357,"Cartesi","Strix Leviathan"
1358,"Cartesi","Digital Assets Data"
1359,"FTX","WazirX"
1360,"FTX","CME Group"
1361,"FTX","Onomy Protocol"
1362,"FTX","Circle"
1363,"FTX","Swapzone"
1364,"FTX","Gemini"
1365,"FTX","Binance"
1366,"FTX","SwissBorg"
1367,"FTX","Amplify Exchange"
1368,"FTX","Bity"
1369,"Bitwise","DappRadar"
1370,"Bitwise","Quantum Economics"
1371,"Bitwise","CipherTrace"
1372,"Bitwise","CoinGecko"
1373,"Bitwise","YouHodler"
1374,"Bitwise","Digital Asset Management"
1375,"Bitwise","Strix Leviathan"
1376,"Bitwise","Santiment"
1377,"Bitwise","Glassnode"
1378,"Bitwise","Quadency"
1379,"TokenMinds","Enterprise Ethereum Alliance"
1380,"TokenMinds","InboundJunction"
1381,"TokenMinds","Paradox Group"
1382,"TokenMinds","Crypto Finance"
1383,"TokenMinds","tZERO"
1384,"TokenMinds","Blockchain Capital"
1385,"TokenMinds","Ignite"
1386,"TokenMinds","Dapper Labs"
1387,"TokenMinds","YAP Global"
1388,"TokenMinds","Parity Technologies"
1389,"TokenAnalyst","Quantum Economics"
1390,"TokenAnalyst","Delphi Digital"
1391,"TokenAnalyst","Goldman Sachs"
1392,"TokenAnalyst","Elliptic"
1393,"TokenAnalyst","Santiment"
1394,"TokenAnalyst","Crypto Briefing"
1395,"TokenAnalyst","Bitfury"
1396,"TokenAnalyst","CoinGecko"
1397,"TokenAnalyst","Alameda Research"
1398,"TokenAnalyst","Chainalysis"
1399,"Bitcoin Club Malta","Bitcoin Foundation"
1400,"Bitcoin Club Malta","Crypto Briefing"
1401,"Bitcoin Club Malta","ConsenSys"
1402,"Bitcoin Club Malta","Dash Foundation"
1403,"Bitcoin Club Malta","CoinGecko"
1404,"Bitcoin Club Malta","TF Blockchain"
1405,"Bitcoin Club Malta","Blockchain Game Alliance"
1406,"Bitcoin Club Malta","Sydney Blockchain Centre"
1407,"Bitcoin Club Malta","WTIA Cascadia Blockchain Council"
1408,"Bitcoin Club Malta","MyCointainer"
1409,"BitCoke","OKX"
1410,"BitCoke","Nash"
1411,"BitCoke","Bithumb"
1412,"BitCoke","ChangeNOW"
1413,"BitCoke","Revolut"
1414,"BitCoke","Dolomite"
1415,"BitCoke","Circle"
1416,"BitCoke","ShortHop"
1417,"BitCoke","Bitcoin of America"
1418,"BitCoke","Deribit"
1419,"Coinfirm","Issuance"
1420,"Coinfirm","Celsius Network"
1421,"Coinfirm","Coin Center"
1422,"Coinfirm","Cardano Foundation"
1423,"Coinfirm","Neo Foundation"
1424,"Coinfirm","Securitize"
1425,"Coinfirm","CrowdfundX"
1426,"Coinfirm","Optimism"
1427,"Coinfirm","Hyperledger"
1428,"Coinfirm","Dfinity"
1429,"WTIA Cascadia Blockchain Council","Crypto Briefing"
1430,"WTIA Cascadia Blockchain Council","Bitcoin Club Malta"
1431,"WTIA Cascadia Blockchain Council","Sydney Blockchain Centre"
1432,"WTIA Cascadia Blockchain Council","TF Blockchain"
1433,"WTIA Cascadia Blockchain Council","ConsenSys"
1434,"WTIA Cascadia Blockchain Council","Blockchain Game Alliance"
1435,"WTIA Cascadia Blockchain Council","CoinGecko"
1436,"WTIA Cascadia Blockchain Council","Bitcoin Foundation"
1437,"WTIA Cascadia Blockchain Council","Dash Foundation"
1438,"WTIA Cascadia Blockchain Council","MyCointainer"
1439,"Ripple","Stellar Development Foundation"
1440,"Ripple","Core Scientific"
1441,"Ripple","Block.one"
1442,"Ripple","Stably"
1443,"Ripple","Celsius Network"
1444,"Ripple","Nym"
1445,"Ripple","CertiK"
1446,"Ripple","Conflux"
1447,"Ripple","ConsenSys"
1448,"Ripple","OpenCrowd"
1449,"R3","Ripple"
1450,"R3","Blockchain, Inc."
1451,"R3","Elliptic"
1452,"R3","CommerceBlock"
1453,"R3","Coinfirm"
1454,"R3","stakefish"
1455,"R3","IntoTheBlock"
1456,"R3","Messari"
1457,"R3","CoinGecko"
1458,"R3","Dapper Labs"
1459,"Band Protocol","mStable"
1460,"Band Protocol","zkLend"
1461,"Band Protocol","Compound"
1462,"Band Protocol","Footprint Analytics"
1463,"Band Protocol","Centrifuge"
1464,"Band Protocol","Lendroid"
1465,"Messari","CME Group"
1466,"Messari","Input Output"
1467,"Messari","Santiment"
1468,"Messari","Coin Metrics"
1469,"Messari","Quantum Economics"
1470,"Messari","TokenInsight"
1471,"Messari","Alameda Research"
1472,"Messari","Delphi Digital"
1473,"Messari","Weiss Crypto Ratings"
1474,"Messari","Nym"
1475,"Blockstream","Parity Technologies"
1476,"Blockstream","Gitcoin"
1477,"Blockstream","Stellar Development Foundation"
1478,"Blockstream","ConsenSys"
1479,"Blockstream","Strix Leviathan"
1480,"Blockstream","ARYZE"
1481,"Blockstream","Minds + Machines Group Limited"
1482,"Blockstream","OpenCrowd"
1483,"Blockstream","Revolut"
1484,"Blockstream","MyCointainer"
1485,"Overbit","Coinbase"
1486,"Overbit","Anycoin Direct"
1487,"Overbit","Binance.US"
1488,"Overbit","Rain"
1489,"Overbit","Gemini"
1490,"Overbit","CryptoAltum"
1491,"Overbit","Poloniex"
1492,"Overbit","Circle"
1493,"Overbit","Bittrex"
1494,"Overbit","XT.COM Exchange"
1495,"OpenCrowd","Revolut"
1496,"OpenCrowd","Truffle"
1497,"OpenCrowd","Omise"
1498,"OpenCrowd","Strike"
1499,"OpenCrowd","Blockstation"
1500,"OpenCrowd","R3"
1501,"OpenCrowd","Animoca Brands"
1502,"OpenCrowd","Issuance"
1503,"OpenCrowd","Block.one"
1504,"OpenCrowd","Dapper Labs"
1505,"Mt. Gox","Kraken"
1506,"Mt. Gox","Overbit"
1507,"Mt. Gox","ZBG"
1508,"Mt. Gox","LetsExchange"
1509,"Mt. Gox","Crypto.com"
1510,"Mt. Gox","MXC"
