"id","company_name","support"
387,"1xBit","support-en@1x-bit.com:mailto:support-en@1x-bit.com"
388,"1xBit","Support Website:https://refpaexhil.top/L?tag=d_475799m_1732c_Ls&site=475799&ad=1732&r=information/rules/"
389,"ZBX","Tel: +35621669660:tel://+35621669660"
390,"ZBX","support@zbx.com:mailto:support@zbx.com"
391,"MyCoinStory","Wiki/FAQ:https://help.mycoinstory.com"
392,"MyCoinStory","support@gmail.com:mailto:support@gmail.com"
393,"MyCoinStory","Support Website:https://bit.ly/MCSlivechat"
394,"Anycoin Direct","Wiki/FAQ:https://anycoindirect.eu/en/support/overview"
395,"Anycoin Direct","Tel: +31 413 74 71 74:tel://+31 413 74 71 74"
396,"Anycoin Direct","support@anycoindirect.eu:mailto:support@anycoindirect.eu"
397,"Anycoin Direct","Support Website:https://anycoindirect.eu/en/support"
398,"Stably","info@stably.io:mailto:info@stably.io"
399,"Stably","Support Website:https://www.stably.io/"
400,"Revolut","Wiki/FAQ:https://www.revolut.com/help"
401,"Revolut","Tel: +44 20 3322 8352:tel://+44 20 3322 8352"
402,"Revolut","Support Website:https://www.revolut.com/contact-us"
403,"Nexo","info@nexo.io:mailto:info@nexo.io"
404,"Nexo","Support Website:https://support.nexo.io/hc/en-us"
405,"Bit.com","support@bit.com:mailto:support@bit.com"
406,"Bit.com","Support Website:https://support.bit.com/hc/en-us"
407,"Binance","Wiki/FAQ:https://support.binance.com/hc/en-us"
408,"Binance","Tel: +1-800-435-0577:tel://+1-800-435-0577"
409,"Binance","support@binance.zendesk.com:mailto:support@binance.zendesk.com"
410,"Binance","Support Website:https://www.binance.com/contactUsCn.html"
411,"Grayscale Investments","Wiki/FAQ:https://grayscale.co/faq/"
412,"Grayscale Investments","info@grayscale.co:mailto:info@grayscale.co"
413,"Grayscale Investments","Support Website:https://grayscale.co/connect/"
414,"MicroStrategy","Tel: 703-848-8700:tel://703-848-8700"
415,"MicroStrategy","support@microstrategy.com:mailto:support@microstrategy.com"
416,"MicroStrategy","Support Website:https://www.microstrategy.com/en/support"
417,"Strix Leviathan","Tel: (425) 390-4942:tel://(425) 390-4942"
418,"Mogul Productions","info@mogulproductions.com:mailto:info@mogulproductions.com"
419,"bitFlyer USA","Wiki/FAQ:https://bitflyer.com/en-us/faq"
420,"bitFlyer USA","Support Website:https://bitflyer.com/en-us/contact"
421,"Coinbase","Wiki/FAQ:https://support.coinbase.com/"
422,"Coinbase","Tel: +1 (888) 908-7930:tel://+1 (888) 908-7930"
423,"Coinbase","support@coinbase.com:mailto:support@coinbase.com"
424,"Coinbase","Support Website:https://support.coinbase.com/customer/portal/emails/new"
425,"C-Trade","Wiki/FAQ:https://help.c-trade.com/hc/en-us"
426,"C-Trade","support@c-trade.com:mailto:support@c-trade.com"
427,"C-Trade","Support Website:https://help.c-trade.com/hc/en-us/requests/new"
428,"Bitbuy","Wiki/FAQ:https://bitbuy.ca/en/how-it-works"
429,"Bitbuy","support@bitbuy.ca:mailto:support@bitbuy.ca"
430,"Bitbuy","Support Website:https://support.bitbuy.ca/hc/en-us"
431,"ADD.XYZ","Wiki/FAQ:https://about.add.xyz/"
432,"ADD.XYZ","hello@add.xyz:mailto:hello@add.xyz"
433,"MediaX Agency","contact@mediax.agency:mailto:contact@mediax.agency"
434,"MediaX Agency","Support Website:https://mediax.agency/"
435,"ZebPay","Wiki/FAQ:https://help.zebpay.com/support/solutions/folders/44001201696"
436,"ZebPay","help@zebpay.com:mailto:help@zebpay.com"
437,"ZebPay","Support Website:https://help.zebpay.com/support/home"
438,"Invictus Capital","Wiki/FAQ:https://invictuscapital.com/en/news"
439,"Invictus Capital","Haydn@invictuscapital.com:mailto:Haydn@invictuscapital.com"
440,"Invictus Capital","Support Website:https://t.me/invictus_capital"
441,"Visa","visab2bconnect@visa.com:mailto:visab2bconnect@visa.com"
442,"Rapid Innovation","hello@rapidinnovation.io:mailto:hello@rapidinnovation.io"
443,"Paradox Group","Wiki/FAQ:http://support.paradoxgroup.co/en/"
444,"Paradox Group","hello@paradoxgroup.co:mailto:hello@paradoxgroup.co"
445,"CommerceBlock","Wiki/FAQ:https://commerceblock.readthedocs.io/en/latest/index.html"
446,"Binance.US","Wiki/FAQ:https://support.binance.us/hc/en-us/categories/360002072912-FAQs"
447,"Binance.US","Support Website:https://support.binance.us/hc/en-us/requests/new"
448,"Bybit","marketing@bybit.com:mailto:marketing@bybit.com"
449,"Worthpad","Wiki/FAQ:https://worthpad.io"
450,"Worthpad","support@worthpad.io:mailto:support@worthpad.io"
451,"Worthpad","Support Website:https://worthpad.io/contact-us"
452,"Ambire","Wiki/FAQ:https://help.adex.network/hc/en-us"
453,"Ambire","contactus@ambire.com:mailto:contactus@ambire.com"
454,"Ambire","Support Website:https://help.adex.network/hc/en-us"
455,"WhaleFin","Wiki/FAQ:https://support.whalefin.com/hc/en-us"
456,"WhaleFin","service@whalefin.com:mailto:service@whalefin.com"
457,"WhaleFin","Support Website:https://t.me/WhaleFinSupport"
458,"LetsExchange","Wiki/FAQ:https://letsexchange.io/faq"
459,"LetsExchange","support@letsexchange.io:mailto:support@letsexchange.io"
460,"LetsExchange","Support Website:https://letsexchange.io/contacts"
461,"Duelbits","support@duelbits.com:mailto:support@duelbits.com"
462,"Aeon Law","Tel: 206-217-2200:tel:// 206-217-2200"
463,"Aeon Law","Support Website:http://aeonlaw.com/contact-us/"
464,"OKX","Wiki/FAQ:https://www.okx.com/support-center.html"
465,"OKX","Tel: +1 226 798 4487:tel://+1 226 798 4487"
466,"OKX","support@okx.com:mailto:support@okx.com"
467,"BlockDown","contact@blockdownconf.com:mailto:contact@blockdownconf.com"
468,"Quantum Economics","info@quantumeconomics.io:mailto:info@quantumeconomics.io"
469,"Velo Trust","Wiki/FAQ:https://www.velotrust.com/faqs"
470,"Velo Trust","support@velotrust.com:mailto:support@velotrust.com"
471,"Velo Trust","Support Website:https://www.velotrust.com/contact"
472,"Ignite","Wiki/FAQ:https://tendermint.com/docs/"
473,"Ignite","hello@tendermint.com:mailto:hello@tendermint.com"
474,"Galaxy Digital","Tel: +1-212-390-9216:tel://+1-212-390-9216"
475,"Galaxy Digital","Fiona.Choi@galaxydigital.io:mailto:Fiona.Choi@galaxydigital.io"
476,"Circle","support@circle.com:mailto:support@circle.com"
477,"Circle","Support Website:https://www.circle.com/en/contact-us"
478,"BlockFi","Wiki/FAQ:https://blockfi.com/faq/"
479,"BlockFi","Tel: 646-779-9688:tel://646-779-9688"
480,"BlockFi","Support Website:https://blockfi.com/feedback"
481,"Launchpool Labs","labs@launchpool.xyz:mailto:labs@launchpool.xyz"
482,"Launchpool Labs","Support Website:https://t.me/LaunchpoolLabsSupport"
483,"Matterblock","Support Website:https://www.matterblock.com/#contact"
484,"Bity","Wiki/FAQ:https://bity.com/faq"
485,"Bity","Tel: +41 22 738 30 45:tel://+41 22 738 30 45"
486,"Bity","info@bity.com:mailto:info@bity.com"
487,"BitMEX","Wiki/FAQ:https://bitmex.freshdesk.com/support/home"
488,"BitMEX","support@bitmex.com:mailto:support@bitmex.com"
489,"ConsenSys","Support Website:https://new.consensys.net/#contact-form-anchor"
490,"Three Arrows Capital","management@threearrowscap.com:mailto:management@threearrowscap.com"
491,"Decrypt","editor@decrypt.co:mailto:editor@decrypt.co"
492,"Coinbase NFT","Wiki/FAQ:https://support.coinbase.com/"
493,"Coinbase NFT","Tel: +1 (888) 908-7930:tel://+1 (888) 908-7930"
494,"Coinbase NFT","support@coinbase.com:mailto:support@coinbase.com"
495,"Coinbase NFT","Support Website:https://support.coinbase.com/customer/portal/emails/new"
496,"Bridgewater Associates","web-master@bwater.com:mailto:web-master@bwater.com"
497,"Paradigm","info@paradigm.xyz:mailto:info@paradigm.xyz"
498,"GhostRider Ventures","info@ghostriderventures.com:mailto:info@ghostriderventures.com"
499,"Input Output","Support Website:https://iohk.io/contact/"
500,"Solanart","team@solanart.io:mailto:team@solanart.io"
501,"Ascensive Assets","contact@ascensiveassets.com:mailto:contact@ascensiveassets.com"
502,"Kusama Kingdom","contact.rdstudios@gmail.com:mailto:contact.rdstudios@gmail.com"
503,"Yuga Labs","hi@yugalabs.io:mailto:hi@yugalabs.io"
504,"Block","ir@block.xyz:mailto:ir@block.xyz"
505,"Jsquare","contact@jsquare.co:mailto:contact@jsquare.co"
506,"Reflexer Labs","contact@reflexer.finance:mailto:contact@reflexer.finance"
507,"CoinList","Tel: 212-652-2235:tel://212-652-2235"
508,"CoinList","team@coinlist.co:mailto:team@coinlist.co"
509,"Sky Mavis","Aleksander@Skymavis.com:mailto:Aleksander@Skymavis.com"
510,"Digital Finance Group","contact@dfg.group:mailto:contact@dfg.group"
511,"Quadency","Wiki/FAQ:https://quadency.com/?utm_source=CoListing&utm_medium=OutboundLinks&utm_campaign=CryptoSlate#faq"
512,"Quadency","support@quadency.com:mailto:support@quadency.com"
513,"SwissBorg","Support Website:https://help.swissborg.com/hc/en-us/requests/new"
514,"Crypto.com","Wiki/FAQ:http://www.crypto.com/help"
515,"Crypto.com","Support Website:https://crypto.com/en/about.html#page-contact"
516,"Meta","Wiki/FAQ:https://www.facebook.com/help/"
517,"Meta","Tel: 650-543-4800:tel://650-543-4800"
518,"Ark Invest","info@ark-invest.com:mailto:info@ark-invest.com"
519,"Terraform Labs","general@terra.money:mailto:general@terra.money"
520,"Luna Foundation Guard","contact@lfg.org:mailto:contact@lfg.org"
521,"Coinbase Ventures","support@coinbase.com:mailto:support@coinbase.com"
522,"Alameda Research","info@alameda-research.com:mailto:info@alameda-research.com"
523,"Symbiosis Labs","Wiki/FAQ:https://docs.symbiosis.finance/"
524,"Symbiosis Labs","hi@symbiosis.finance:mailto:hi@symbiosis.finance"
525,"42 Studio","Tel: +44 7862 071135:tel://+44 7862 071135 "
526,"42 Studio","digital@42studio.io:mailto:digital@42studio.io"
527,"42 Studio","Support Website:https://42studio.io/contact/"
528,"Zebu Digital","hello@zebudigital.com:mailto:hello@zebudigital.com"
529,"Zebu Digital","Support Website:https://www.zebudigital.com/contact"
530,"SmartFi","Wiki/FAQ:https://help.smartfi.com/hc/en-us/categories/360005162054-General-Support-FAQs"
531,"SmartFi","contact@smartfi.com:mailto:contact@smartfi.com"
532,"Spendabit","contact@spendabit.co:mailto:contact@spendabit.co"
533,"Onomy Protocol","hello@onomy.io:mailto:hello@onomy.io"
534,"MINERSET","sales@minerset.com:mailto:sales@minerset.com"
535,"zkLend","info@zklend.com:mailto:info@zklend.com"
536,"Union Square Ventures","Tel: (212) 994-7880:tel://(212) 994-7880"
537,"Union Square Ventures","info@usv.com:mailto:info@usv.com"
538,"XT.COM Exchange","Wiki/FAQ:https://xtsupport.zendesk.com/hc/en-us/sections/900000093786-FAQs"
539,"XT.COM Exchange","support@xt.com:mailto:support@xt.com"
540,"XT.COM Exchange","Support Website:https://t.me/XTsupport_EN"
