"id","product_name","feature"
308,"Coinbase App","Manage your portfolio: Buy and sell popular digital currencies -  keep track of them in the one place."
309,"XFX Radeon RX 580 GTS XXX Edition","XFX Recommended Power Supply: XFX 550W PSU"
310,"XFX Radeon RX 580 GTS XXX Edition","Minimum Power Supply Requirement: 500 watt"
311,"XFX Radeon RX 580 GTS XXX Edition","Slot Width: Dual Slot"
312,"XFX Radeon RX 580 GTS XXX Edition","Card Dimensions (L x H): 10.63″ x 4.88″"
313,"XFX Radeon RX 580 GTS XXX Edition","3D API DirectX: DirectX 12"
314,"XFX Radeon RX 580 GTS XXX Edition","Memory Type: DDR5"
315,"XFX Radeon RX 580 GTS XXX Edition","Memory Interface: 256-Bit"
316,"XFX Radeon RX 580 GTS XXX Edition","Memory Size: 8GB"
317,"XFX Radeon RX 580 GTS XXX Edition","Memory Clock: True:8.0GHz -  Boost OC+:8.1GHz"
318,"XFX Radeon RX 580 GTS XXX Edition","Interface: PCI Express 3.0"
319,"XFX Radeon RX 580 GTS XXX Edition","GPU Clock: True:1366MHz -  Boost OC+:1386MHz"
320,"XFX Radeon RX 580 GTS XXX Edition","Stream Processors: 2304 Stream Processors"
321,"XFX Radeon RX 580 GTS XXX Edition","Chipset: AMD Radeon RX 580."
322,"Innosilicon S11 SiaMaster","Network Connection: Ethernet"
323,"Innosilicon S11 SiaMaster","Ambient Temperature: 0°C to 40°C"
324,"Innosilicon S11 SiaMaster","Net Weight: 3.7KG"
325,"Innosilicon S11 SiaMaster","Dimensions: Single Tube -  290 mm(L)*130mm(W)*155mm(H)"
326,"Innosilicon S11 SiaMaster","Chip Type: S11 SiaMaster ASIC"
327,"Innosilicon S11 SiaMaster","Power Consumption: 1380W (+/-8% -  normal mode -  at the wall -  with 93% efficiency PSU -  25°C temperature )"
328,"Innosilicon S11 SiaMaster","Hashrate: 4.3TH/s(+/-8%)"
329,"Antminer T9+","Network Connection: Ethernet"
330,"Antminer T9+","Operating Temperature: 0C to 40 °C."
331,"Antminer T9+","Rated Voltage: 11.60 ~13.00V."
332,"Antminer T9+","Chip quantity per unit: 162 x BM1387."
334,"Antminer T9+","Power Efficiency: 0.136 J/GH at the wall (with Bitmain’s APW3++ PSU)."
335,"Antminer T9+","Power Consumption: 1450W (±10%) as measured from the wall."
336,"Antminer T9+","Hash Rate: 10.5TH/s (within ±7%)."
337,"Canaan Avalon 841","Gross weight: 5.2kg"
338,"Canaan Avalon 841","Net weight: 4.7kg"
339,"Canaan Avalon 841","Gross Dimensions: 430 mm x 215mm x 205mm"
340,"Canaan Avalon 841","Dimensions: 370mm x 150mm x 136mm"
341,"Canaan Avalon 841","Noise: 0 ~ 65db"
342,"Canaan Avalon 841","Cooling: 1 x 12038 FAN -  6000RPM"
343,"Canaan Avalon 841","Air-intake Temperature: -5℃ ~ 30℃"
344,"Canaan Avalon 841","Operating Temperature: -5℃ ~ 30℃"
345,"Canaan Avalon 841","AUC3: Up to 5 devices / AUC3 -  Daisy-Chain Connection"
346,"Canaan Avalon 841","Controller: AvalonMiner Controller"
347,"Canaan Avalon 841","Network Connection: AUC3 + AUC3 I2C to AvalonMiner Controller"
348,"Canaan Avalon 841","PSU output pins: 8 X 6PIN"
349,"Canaan Avalon 841","Frequency: Smart Speed"
350,"Canaan Avalon 841","Chips: 104 x A3210HP 16nm ASIC"
351,"Canaan Avalon 841","Rated Input Voltage: 12 ~ 12.6V"
352,"Canaan Avalon 841","Power Efficiency: 0.099J / GigaHash Wall-Plug"
353,"Canaan Avalon 841","Power Consumption: 1290W -  +0% ~ +20% @ 13TH/s -  25°C -  93% PSU Efficiency -  12V AC -  Wall-Plug"
354,"Canaan Avalon 841","Hashrate: 13TH/s -  -5% ~ +10% :  Average  13.6"
355,"Canaan Avalon 841","For maximum usage -  you may connect the AvalonMiner Controller to 4 AUC3 devices which may each connect to 5 AvalonMiners for a total simultaneous management of twenty AvalonMiner 841 to reach 272 TH/s (RTHS)."
356,"Canaan Avalon 841","By connecting the AvalonMiner Controller (sold separately) to a single AUC3 (AvalonMiner USB Converter 3) -  you may connect five AvalonMiners."
357,"Canaan Avalon 821","Certificates: FCC CE ROSH IC KC RUSSIA NOTIFICATION"
358,"Canaan Avalon 821","Gross weight: 5.2kg"
359,"Canaan Avalon 821","Net weight: 4.7kg"
360,"Canaan Avalon 821","Gross Dimensions: 430 mm x 215mm x 205mm"
361,"Canaan Avalon 821","Dimensions: 370mm x 150mm x 136mm"
362,"Canaan Avalon 821","Noise: 0 ~ 65db"
363,"Canaan Avalon 821","Cooling: 1 x 12038 FAN -  6000RPM"
364,"Canaan Avalon 821","Air-intake Temperature: -5℃ ~ 30℃"
365,"Canaan Avalon 821","Operating Temperature: -5℃ ~ 30℃"
366,"Canaan Avalon 821","AUC3: Up to 5 devices / AUC3 -  Daisy-Chain Connection"
367,"Canaan Avalon 821","Controller: AvalonMiner Controller"
368,"Canaan Avalon 821","Network Connection: AUC3 + AUC3 I2C to AvalonMiner Controller"
369,"Canaan Avalon 821","PSU output pins: 8 X 6PIN"
370,"Canaan Avalon 821","Frequency: Smart Speed"
371,"Canaan Avalon 821","Chips: 104 x A3210 16nm ASIC"
372,"Canaan Avalon 821","Rated Input Voltage: 12 ~ 12.6V"
373,"Canaan Avalon 821","Power Efficiency: 0.109J / GigaHash Wall-Plug"
374,"Canaan Avalon 821","Power Consumption: 1200W -  +0% ~ +20% @ 11TH/s -  25°C -  93% PSU Efficiency -  12V AC -  Wall-Plug"
375,"Canaan Avalon 821","Hashrate: 11.5TH/s -  -5% ~ +10% -  11.5 Average"
376,"Canaan Avalon 821","For maximum usage -  you may connect the AvalonMiner Controller to 4 AUC3 devices which may each connect to 5 AvalonMiners for a total simultaneous management of twenty AvalonMiner 821 to reach 220 TH/s (RTHS)."
377,"Canaan Avalon 821","By connecting the AvalonMiner Controller (sold separately) to a single AUC3 (AvalonMiner USB Converter 3) -  you may connect five AvalonMiners."
378,"Sapphire Radeon Tri-X R9 290X","Windows 8/8.1 support"
379,"Sapphire Radeon Tri-X R9 290X","Cutting-edge Quad HD display support (4K Support)"
380,"Sapphire Radeon Tri-X R9 290X","AMD HD Media Accelerator"
381,"Sapphire Radeon Tri-X R9 290X","AMD PowerPlay with ZeroCore Power Technology"
382,"Sapphire Radeon Tri-X R9 290X","Enhanced Unified Video Decoder 3 (UVD 3)"
383,"Sapphire Radeon Tri-X R9 290X","AMD PowerTune Technology"
384,"Sapphire Radeon Tri-X R9 290X","Dolby TrueHD and DTSHD Master Audio Support"
385,"Sapphire Radeon Tri-X R9 290X","AMD TrueAudio Technology"
386,"Sapphire Radeon Tri-X R9 290X","SAPPHIRE Tri-X Cooling Technology"
387,"Sapphire Radeon Tri-X R9 290X","UEFI BIOS support"
388,"Sapphire Radeon Tri-X R9 290X","AMD HD3D Technology"
389,"Sapphire Radeon Tri-X R9 290X","AMD Avivo HD (DVD/HD-DVD/Blu-ray Playback)"
390,"Sapphire Radeon Tri-X R9 290X","AMD Stream Technology"
391,"Sapphire Radeon Tri-X R9 290X","System Requirement: 750 Watt Power Supply (Suggestion)"
392,"Sapphire Radeon Tri-X R9 290X","Power Consumption: 300W"
393,"Sapphire Radeon Tri-X R9 290X","Form Factor: 2 Part Slot Occupied -  12 x 4.5 x 1.5 Dimension /Inch"
394,"Sapphire Radeon Tri-X R9 290X","Cooling: Tri-X fans"
395,"Sapphire Radeon Tri-X R9 290X","API: OpenGL® 4.3 -  OpenCL 2.0 -  DirectX® 12 -  Shader Model 5.0"
396,"Sapphire Radeon Tri-X R9 290X","BIOS Support: Legacy BIOS -  UEFI BIOS"
397,"Sapphire Radeon Tri-X R9 290X","Interface: PCI-Express 3.0"
398,"Sapphire Radeon Tri-X R9 290X","3D API OpenGL: OpenGL 4.3"
399,"Sapphire Radeon Tri-X R9 290X","3D API DirectX: DirectX 11.2"
400,"Sapphire Radeon Tri-X R9 290X","Memory Type: GDDR5"
401,"Sapphire Radeon Tri-X R9 290X","Memory Interface: 512-Bit"
402,"Sapphire Radeon Tri-X R9 290X","Memory Size: 4GB"
403,"Sapphire Radeon Tri-X R9 290X","Effective Memory Clock: 5200MHz"
404,"Sapphire Radeon Tri-X R9 290X","Stream Processors: 2816 Stream Processors"
405,"Sapphire Radeon Tri-X R9 290X","Core Clock: 1040MHz"
406,"Sapphire Radeon Tri-X R9 290X","GPU: Radeon R9 290X"
407,"Sapphire Radeon Tri-X R9 290X","Chipset Manufacturer: AMD"
408,"Nvidia GeForce GTX 970","Supplementary Power Connectors: 2x 6-pins"
409,"Nvidia GeForce GTX 970","Recommended System Power (W): 500 W"
410,"Nvidia GeForce GTX 970","Graphics Card Power (W): 145 W"
411,"Nvidia GeForce GTX 970","Maximum GPU Temperature (in C): 98 C"
412,"Nvidia GeForce GTX 970","Graphics Card Dimensions: 4.376″*10.5″*Dual-width"
413,"Nvidia GeForce GTX 970","Memory Bandwidth (GB/sec): 224"
414,"Nvidia GeForce GTX 970","Memory Interface Width: 256-bit"
415,"Nvidia GeForce GTX 970","Standard Memory Config: 4 GB GDDR5"
416,"Nvidia GeForce GTX 970","Memory Speed: 7.0 Gbps"
417,"Nvidia GeForce GTX 970","Texture Fill Rate (GigaTexels/sec): 109"
418,"Nvidia GeForce GTX 970","Boost Clock (MHz): 1178"
419,"Nvidia GeForce GTX 970","Base Clock (MHz): 1050"
420,"Nvidia GeForce GTX 970","NVIDIA CUDA® Cores: 1664"
421,"Nvidia GeForce GTX 970","Architecture: Maxwell™"
422,"Nvidia GeForce GTX 970","NVIDIA G-SYNC™ Technology"
423,"Nvidia GeForce GTX 970","NVIDIA SLI® Technology"
424,"Nvidia GeForce GTX 970","NVIDIA GPU Boost™ 2.0"
425,"Nvidia GeForce GTX 970","Powered by new NVIDIA® Maxwell™ architecture -  it features advanced technologies and class-leading graphics for incredible gaming experiences."
426,"Nvidia GeForce GTX 970","The GeForce® GTX 970 is a high-performance graphics card designed for serious gaming."
427,"ASUS Mining RX 470 4G Graphics Card","Note: To have the best cooling performance -  ASUS MINING-RX470-4G extends the fansink to 2 slots. Please double check you Chassis and Motherboard dimension prior to purchase to make sure it fits in your system!"
428,"ASUS Mining RX 470 4G Graphics Card","Dimensions: 9.4 ” x 5.1 ” x 1.5 ” Inch (24 x 13 x3.89 Centimeter)"
429,"ASUS Mining RX 470 4G Graphics Card","Software: ASUS GPU Tweak II & Driver"
430,"ASUS Mining RX 470 4G Graphics Card","Accessories: 1 x CD -  1 x Quick Guide"
431,"ASUS Mining RX 470 4G Graphics Card","Power Connectors: 1 x 8-pin"
432,"ASUS Mining RX 470 4G Graphics Card","Interface – DVI Output: Yes x 1 (Native) (DVI-D)"
433,"ASUS Mining RX 470 4G Graphics Card","Memory Interface: 256-bit"
434,"ASUS Mining RX 470 4G Graphics Card","Memory Clock: 7000 MHz (1750 MHz GDDR5)"
435,"ASUS Mining RX 470 4G Graphics Card","Stream Processors: 2048"
436,"ASUS Mining RX 470 4G Graphics Card","GPU Base Clock: 926 MHz"
437,"ASUS Mining RX 470 4G Graphics Card","Engine Clock: GPU Boost Clock : 1206 MHz"
438,"ASUS Mining RX 470 4G Graphics Card","Video Memory: GDDR5 4GB"
439,"ASUS Mining RX 470 4G Graphics Card","OpenGL: OpenGL®4.5"
440,"ASUS Mining RX 470 4G Graphics Card","Graphics Engine: AMD Radeon RX 470"
441,"ASUS Mining RX 470 4G Graphics Card","GPU TWEAK II allows you to modify GPU clock -  memory clock and voltage to gain the best hash rate."
442,"ASUS Mining RX 470 4G Graphics Card","Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability."
443,"ASUS Mining RX 470 4G Graphics Card","IP5X-Certified Fans for dust resistant and longer fan lifespan."
444,"ASUS Mining RX 470 4G Graphics Card","Dual-Ball Bearing Fans run smoother by reducing friction -  further improving 2X longer card lifespan and cooling efficiency."
445,"Gigabyte GeForce GTX 1070 8GB Windforce","SLI support: 2-way SLI HB"
446,"Gigabyte GeForce GTX 1070 8GB Windforce","Power Connectors: 8 pin*1"
447,"Gigabyte GeForce GTX 1070 8GB Windforce","Recommended PSU: 500W"
448,"Gigabyte GeForce GTX 1070 8GB Windforce","DirectX: 12"
449,"Gigabyte GeForce GTX 1070 8GB Windforce","Card size: H=37 L=280 W=131 mm"
450,"Gigabyte GeForce GTX 1070 8GB Windforce","Card Bus: PCI-E 3.0 x 16"
451,"Gigabyte GeForce GTX 1070 8GB Windforce","Memory Bus: 256 bit"
452,"Gigabyte GeForce GTX 1070 8GB Windforce","Memory Type: GDDR5"
453,"Gigabyte GeForce GTX 1070 8GB Windforce","Memory Size: 8 GB"
454,"Gigabyte GeForce GTX 1070 8GB Windforce","Memory Clock: 8008 MHz"
455,"Gigabyte GeForce GTX 1070 8GB Windforce","Process Technology: 16 nm"
456,"Gigabyte GeForce GTX 1070 8GB Windforce","NVIDIA CUDA® Cores: 1920"
457,"Gigabyte GeForce GTX 1070 8GB Windforce","Core Clock Boost: Boost: 1746 MHz/ Base: 1556 MHz in Gaming Mode"
458,"Gigabyte GeForce GTX 1070 8GB Windforce","Core Clock Boost: 1771 MHz/ Base: 1582 MHz in OC Mode"
459,"Gigabyte GeForce GTX 1070 8GB Windforce","Graphics Processing: GeForce® GTX 1070"
460,"Peepeth","Do good & inspire: How can we do the most good? Donating to the Against Malaria Foundation is one of the most effective ways to prevent suffering. Donate at least USD$25 to wear a mosquito badge on your avatar."
461,"Peepeth","Less “me” -  more “we”: Peepeth is a little less about self promotion -  and a little more about recognizing others’ contributions. For example -  you can pin other people’s content to your profile page -  but not your own."
462,"Peepeth","Quality over quantity: One “like” per day: instead of a Like -  Peepeth has the Ensō. The once-per-day Ensō encourages timeless content."
463,"Peepeth","Powered by the blockchain: Data is open -  decentralized -  and immutable because it’s saved to the Ethereum blockchain and IPFS. Anyone can make an alternative Peepeth reader/writer."
464,"Bettergram","Enjoy the Telegram’s world famous privacy and security"
465,"Bettergram","View real-time crypto prices from Live Coin Watch"
466,"Bettergram","Add important conversations to your favorites tab"
467,"Bettergram","Filter by category: favorites -  dms -  group -  & announcements"
468,"Bettergram","You can finally pin 50 chats instead of 5. Booya!"
469,"Gigabyte GTX 1060 Windforce 3GB","Power Connectors: 6 pin*1"
470,"Gigabyte GTX 1060 Windforce 3GB","Recommended PSU: 400W"
471,"Gigabyte GTX 1060 Windforce 3GB","DirectX: 12"
472,"Gigabyte GTX 1060 Windforce 3GB","Card size: H=39 L=223 W=121 mm"
473,"Gigabyte GTX 1060 Windforce 3GB","Card Bus: PCI-E 3.0 x 16"
474,"Gigabyte GTX 1060 Windforce 3GB","Memory Bus: 192 bit"
475,"Gigabyte GTX 1060 Windforce 3GB","Memory Type: GDDR5"
476,"Gigabyte GTX 1060 Windforce 3GB","Memory Size: 3 GB"
477,"Gigabyte GTX 1060 Windforce 3GB","Memory Clock: 8008 MHz"
478,"Gigabyte GTX 1060 Windforce 3GB","Process Technology: 16 nm"
479,"Gigabyte GTX 1060 Windforce 3GB","NVIDIA CUDA® Cores: 1152"
480,"Gigabyte GTX 1060 Windforce 3GB","Architecture: Pascal"
481,"Gigabyte GTX 1060 Windforce 3GB","Core Clock Boost: Boost: 1771MHz/ Base: 1556MHz in Gaming Mode"
482,"Gigabyte GTX 1060 Windforce 3GB","Core Clock Boost: 1797MHz/ Base: 1582MHz in OC Mode"
483,"Gigabyte GTX 1060 Windforce 3GB","Graphics Processing: GeForce® GTX 1060"
484,"Innosilicon A9 ZMaster","Network Connection: Ethernet"
485,"Innosilicon A9 ZMaster","Ambient Temperature: 0°C to 40°C"
486,"Innosilicon A9 ZMaster","Net Weight: 5.92KG"
487,"Innosilicon A9 ZMaster","Dimensions: 360 mm(L)*125mm(W)*155mm(H)"
488,"Innosilicon A9 ZMaster","Chip Type: A9 ZMaster ASIC"
489,"Innosilicon A9 ZMaster","Power Consumption: 620W +/-5%(normal mode -  at the wall -  with 93% efficiency PSU. 25°C temperature)"
490,"Innosilicon A9 ZMaster","Hashrate: 50ksol/s +/-6%"
491,"Innosilicon A9 ZMaster","Hashing Algorithm: Equihash"
492,"KeepKey","What’s in the Box: KeepKey -  Woven Nylon USB Cable -  Recovery Sentence Backup Card"
493,"KeepKey","Dimensions: Height: 38.0 mm -  Width: 93.5 mm -  Depth: 12.2 mm"
494,"KeepKey","Technical: USB HID -  Micro-USB connector -  ARM® Cortex™-M3 -  TRNG (Hardware-Based Random Number Generator) -  256×64 3.12″ OLED"
495,"KeepKey","Materials: Anodized Aluminum Case -  Polycarbonate Front"
496,"KeepKey","Integrated with Shapeshift for seamless exchanges among supported assets."
497,"KeepKey","Works on PC -  Mac -  Linux -  and Android: KeepKey is a USB HID-class device. That means -  like a typical mouse or keyboard -  drivers are not required. Plug in the provided premium USB cable -  and your device just works: immediately giving you the highest level of bitcoin security."
498,"KeepKey","Multi-Currency Support: KeepKey not only supports Bitcoin -  but also Bitcoin Cash -  Ethereum -  Litecoin -  Dogecoin -  Dash -  and ERC-20 tokens."
499,"KeepKey","Virus and Malware Proof: Because KeepKey does not have an operating system -  the layers that viruses -  malware -  and key loggers infect do not exist on the device. Using KeepKey gives you confidence that hackers can’t get to your bitcoins."
500,"KeepKey","Backup and Recovery: During initialization -  you are given the one-time opportunity to write down a backup of your KeepKey in the form of a twelve-word recovery sentence. If your KeepKey is lost or stolen -  you can safely recover your device and its bitcoins without compromising the security of your private keys."
501,"KeepKey","Bank-Grade Security that is Simple: KeepKey is the most secure bitcoin wallet available. It makes best-practice bitcoin security easy so that even your grandmother can protect her bitcoin wealth."
502,"KeepKey","Bank-Grade Security that is Simple: KeepKey is the most secure bitcoin wallet available. It makes best-practice bitcoin security easy so that even your grandmother can protect her bitcoin wealth.Backup and Recovery: During initialization -  you are given the one-time opportunity to write down a backup of your KeepKey in the form of a twelve-word recovery sentence. If your KeepKey is lost or stolen -  you can safely recover your device and its bitcoins without compromising the security of your private keys.Virus and Malware Proof: Because KeepKey does not have an operating system -  the layers that viruses -  malware -  and key loggers infect do not exist on the device. Using KeepKey gives you confidence that hackers can’t get to your bitcoins.Multi-Currency Support: KeepKey not only supports Bitcoin -  but also Bitcoin Cash -  Ethereum -  Litecoin -  Dogecoin -  Dash -  and ERC-20 tokens.Works on PC -  Mac -  Linux -  and Android: KeepKey is a USB HID-class device. That means -  like a typical mouse or keyboard -  drivers are not required. Plug in the provided premium USB cable -  and your device just works: immediately giving you the highest level of bitcoin security.Integrated with Shapeshift for seamless exchanges among supported assets.Materials: Anodized Aluminum Case -  Polycarbonate FrontTechnical: USB HID -  Micro-USB connector -  ARM® Cortex™-M3 -  TRNG (Hardware-Based Random Number Generator) -  256×64 3.12″ OLEDDimensions: Height: 38.0 mm -  Width: 93.5 mm -  Depth: 12.2 mmWhat’s in the Box: KeepKey -  Woven Nylon USB Cable -  Recovery Sentence Backup Card"
503,"Antminer D3 (19.3 GH/s)","Graphics Coprocessor: 19.3 GHz Atom D410"
504,"Antminer D3 (19.3 GH/s)","Hard Drive: 11 GB"
505,"Antminer D3 (19.3 GH/s)","RAM: 1 GB"
506,"Antminer D3 (19.3 GH/s)","Processor: 19.3 GHz Atom D410"
507,"Antminer D3 (19.3 GH/s)","Dimensions of the miner: 12.6 x5.12 x 7.5″"
508,"Antminer D3 (19.3 GH/s)","Power consumption: 1200W (at the wall -  with Bitmain’s APW3 PSU -  93% efficiency -  25°C ambient temp)"
509,"Antminer D3 (19.3 GH/s)","Hash rate: 19.3 GH/s (Variation of ±5% is expected)"
510,"Antminer D3 (19.3 GH/s)","Hashing algorithm: X11 (Dash and many others)"
511,"Antminer S9 (14 TH/s)","Rated Voltage: 11.60 ~13.00V"
512,"Antminer S9 (14 TH/s)","Power Efficiency: 0.098 J/GH +10% at the wall (with Bitmain’s APW3 PSU -  93% efficiency -  25°C ambient temp)"
513,"Antminer S9 (14 TH/s)","Power Consumption: 1127W (11.5TH/s batch) -  1225W (12.5TH/s batch) -  1274W (13TH/s batch) -  1323W (13.5TH/s batch) -  1372W (14TH/s batch) (at the wall -  with Bitmain’s APW3 PSU - 93% efficiency -  25°C ambient temp). Expected discrepancy of +10%"
514,"Antminer S9 (14 TH/s)","Operating Temperature: 0°C to 40°C"
515,"Antminer S9 (14 TH/s)","Network Connection: Ethernet"
516,"Antminer S9 (14 TH/s)","Frequency Range: Automatically set Hash Rate 11.5TH/s -  12.5TH/s -  13TH/s -  13.5TH/s & 14TH/s -  depending on batch. Variation of ±5% is expected"
517,"Antminer S9 (14 TH/s)","Dimensions: 350mm(L) x 135mm(W) x 158mm(H)"
518,"Antminer S9 (14 TH/s)","Cooling Fan: 2x 12038 fans; Front fan: 6000rpm -  Rear fan: 4300rpm"
519,"Antminer S9 (14 TH/s)","Chip quantity per unit: 189x BM1387"
520,"Antminer S9 (14 TH/s)","S9’s control board uses the Altera Cyclone® V system-on-a-chip (SoC) built on TSMC’s 28nm low-power (28LP) process technology."
521,"Antminer S9 (14 TH/s)","The world’s first bitcoin mining ASIC based on the 16nm process node."
522,"Antminer D3","Hashing algorithm: X11"
523,"Antminer D3","Dimensions of the miner: 320*130*190mm"
524,"Antminer D3","Power consumption: 1200W (at the wall -  with APW3 PSU -  93% efficiency -  25°C ambient temp)."
525,"Antminer D3","Hash rate: 15 GH/s (Variation of ±5% is expected)"
526,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Supplementary Power Connectors: 8-Pin"
527,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Recommended System Power (W): 500 W"
528,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Graphics Card Power (W): 180 W"
529,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Maximum GPU Temperature (in C): 94"
530,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Graphics Card Dimensions: 4.376″*10.5″*2-Slot"
531,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Memory Bandwidth (GB/sec): 256"
532,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Memory Interface Width: 256-bit"
533,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Standard Memory Config: 8 GB GDDR5"
534,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Memory Speed: 8 Gbps"
535,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Boost Clock (MHz): 1683"
536,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Base Clock (MHz): 1607"
537,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","NVIDIA CUDA® Cores: 2432"
538,"Nvidia GeForce GTX 1070 Ti Founder’s Edition","Architecture: Pascal"
539,"Nvidia GeForce GTX 1070 Founders Edition","Supplementary Power Connectors: 8-Pin"
540,"Nvidia GeForce GTX 1070 Founders Edition","Recommended System Power (W): 500 W"
541,"Nvidia GeForce GTX 1070 Founders Edition","Graphics Card Power (W): 150 W"
542,"Nvidia GeForce GTX 1070 Founders Edition","Maximum GPU Temperature (in C): 94"
543,"Nvidia GeForce GTX 1070 Founders Edition","Graphics Card Dimensions: 4.376″*10.5″*2-Slot"
544,"Nvidia GeForce GTX 1070 Founders Edition","Memory Bandwidth (GB/sec): 256"
545,"Nvidia GeForce GTX 1070 Founders Edition","Memory Interface Width: 256-bit"
546,"Nvidia GeForce GTX 1070 Founders Edition","Standard Memory Config: 8 GB GDDR5"
547,"Nvidia GeForce GTX 1070 Founders Edition","Memory Speed: 8 Gbps"
548,"Nvidia GeForce GTX 1070 Founders Edition","Boost Clock (MHz): 1683"
549,"Nvidia GeForce GTX 1070 Founders Edition","Base Clock (MHz): 1506"
550,"Nvidia GeForce GTX 1070 Founders Edition","NVIDIA CUDA® Cores: 1920"
551,"Nvidia GeForce GTX 1070 Founders Edition","Architecture: Pascal"
552,"AMD Radeon RX 480","3D API: DirectX 12"
553,"AMD Radeon RX 480","Interface: PCI 3.0×16"
554,"AMD Radeon RX 480","Max. Memory Bandwidth: 224 GB/s"
555,"AMD Radeon RX 480","Memory Interface: 256-bit"
556,"AMD Radeon RX 480","Memory Type (GPU): GDDR5"
557,"AMD Radeon RX 480","Max Memory Size: 8 GB"
558,"AMD Radeon RX 480","Memory Speed (Effective): 7 Gbps"
559,"AMD Radeon RX 480","PU Power: 110 W"
560,"AMD Radeon RX 480","Steam Processors: 2304"
561,"AMD Radeon RX 480","Max Performance: Up to 5.8 TFLOPs"
562,"AMD Radeon RX 480","Boost Frequency: Up to 1266 MHz"
563,"AMD Radeon RX 480","Base Frequency: Up to 1120 MHz"
564,"AMD Radeon RX 480","Compute Units: 36"
565,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","Reference Card Boost: 1582 MHz / Base: 1480 MHz"
566,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","Core Clock Boost: 1721 MHz / Base: 1607 MHz in Gaming mode"
567,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","Core Clock Boost: 1746 MHz / Base: 1632 MHz in OC mode"
568,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","Built for Extreme Overclocking 12+2 Power Phases"
569,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","Metal Back Plate with RGB AORUS LOGO Illumination"
570,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","RGB Fusion – 16.7M customizable color lighting"
571,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","Advanced Copper Back Plate Cooling AORUS VR Link provides the best VR experience"
572,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","WINDFORCE Stack 3X 100mm Fan Cooling System"
573,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","Integrated with 11GB GDDR5X 352-bit memory interface"
574,"Gigabyte GTX 1080Ti 11GB AORUS EXTREME Edition","Powered by GeForce® GTX 1080 Ti"
575,"MSI Radeon RX 470 MINER 8G","Slot Width: Dual Slot"
576,"MSI Radeon RX 470 MINER 8G","Cooler: Double Fans"
577,"MSI Radeon RX 470 MINER 8G","Ports: 1 x DVI-D"
578,"MSI Radeon RX 470 MINER 8G","Memory Size: 8GB"
579,"MSI Radeon RX 470 MINER 8G","GPU: Radeon RX 470"
580,"MSI Radeon RX 470 MINER 8G","GPU Series: AMD Radeon RX 400 Series"
581,"MSI Radeon RX 470 MINER 8G","Chipset Manufacturer: AMD"
582,"MSI Radeon RX 470 MINER 8G","Interface: PCI Express 3.0 x16"
583,"MSI Radeon RX 470 MINER 8G","Model: MSI-RX470MINER8G-RFB"
584,"MSI Radeon RX 470 MINER 8G","Brand: MSI"
585,"MSI Radeon RX 470 MINER 8G","Lower power consumption -  lower cost vs RX580 -  best ROI on Ethereum mining"
586,"MSI Radeon RX 470 MINER 8G","Just video card -  no drivers -  no cables"
587,"MSI Radeon RX 470 MINER 8G","DVI x 1 (version 1.4 Ready)"
588,"MSI Radeon RX 470 MINER 8G","PCI Express x16 3.0"
589,"MSI Radeon RX 470 MINER 8G","The MSI RX470 MINER 8G is engineered specifically for cryptocurrency mining and comes with only a DVI connector."
590,"Antminer E3","Size (Length*Width*Height): 399.5mm*130mm*328.15mm"
591,"Antminer E3","Power connection mode: All two PCI-E ports are required to power the board. You can use one PSU to power multiple boards -  but do not attempt to power one board with two PSUs. We suggest to prevent the control board to be powered up before hash boards be powered up."
592,"Antminer E3","Networking connection mode: Ethernet Cable"
593,"Antminer E3","Noise: 76 dB"
594,"Antminer E3","Operation humidity: 5%RH-95%RH -  prevent condensation"
595,"Antminer E3","Storage temperature: -40-85 ℃"
596,"Antminer E3","Operation temperature: 0-40 ℃"
597,"Antminer E3","Weight（without package): 10.5 kg"
598,"Antminer E3","220VAC Power efficiency @25℃  - 93% conversion efficiency of APW3++: 4 J/MH +4%"
